longname,PW Density (250m) [StatCan],PW Density (500m) [StatCan],PW Density (2km) [StatCan],PW Density (4km) [StatCan]
"Division No. 11, Saskatchewan, Canada",3382.8646877528236,2475.1366520927595,1643.7778017485878,1220.9747195958519
"Fraser Valley Regional district, British Columbia, Canada",3420.5222747777325,2394.276642215889,1477.7869964224521,893.6277730705109
"Gatineau Territory, Quebec, Canada",3716.86266888139,2733.535408141953,1540.0157489904157,1253.7469080634207
"Division No. 6, Saskatchewan, Canada",2958.4980139638283,2347.015528858072,1536.1409343660616,1100.704711865865
"Division No. 1, Newfoundland and Labrador, Canada",2265.8929572327543,1358.310580651053,776.3927066819144,537.1496193612321
"Wellington County, Ontario, Canada",2792.7745182666395,1938.52133776542,1214.1590291358973,815.5525993647614
"Central Okanagan Regional district, British Columbia, Canada",2974.583577959763,1814.9370343568119,1037.4133680457837,668.2524021511138
"Division No. 8, Alberta, Canada",2277.4464068002408,1630.8394190734907,915.9725466844072,559.528587682361
"Roussillon CRM, Quebec, Canada",3281.345902573084,2378.4267565636114,1520.1861574172412,1002.4642822419621
"Division No. 2, Alberta, Canada",2196.081181659507,1516.641573052893,830.8571833167398,456.48679099913295
"Sherbrooke Territory, Quebec, Canada",2987.5074176655744,2106.123844507773,1402.4492115138876,1030.8562835309656
"Les Moulins CRM, Quebec, Canada",3336.88395526292,2310.05677869352,1349.1818115237472,966.1015145404249
"Nanaimo Regional district, British Columbia, Canada",2158.8462394215544,1351.2667894515598,814.6884993639189,542.6742951156598
"Le Saguenay-et-son-Fjord CDR, Quebec, Canada",2053.28149311588,1235.4127184868441,687.0989471963011,451.04719157555076
"Greater Sudbury / Grand Sudbury CDR, Ontario, Canada",2256.7165999479275,1321.035737715745,698.192389746014,445.0792839549391
"Thérèse-De Blainville CRM, Quebec, Canada",3484.985364720356,2392.936003828419,1603.5511674323127,1268.7510834508626
"Westmorland County, New Brunswick, Canada",2237.949896074335,1406.1437064279507,788.6266915535247,557.4131301801197
"Vaudreuil-Soulanges CRM, Quebec, Canada",2537.975857901928,1627.8723381732013,841.4638405645533,497.91852623112186
"Frontenac County, Ontario, Canada",2728.284663421753,1904.7305652938853,1100.0765598483115,766.2914742549805
"Francheville CDR, Quebec, Canada",2604.3694623543565,1765.8071501661234,1080.9573972649475,838.9730459580736
"Lévis Territory, Quebec, Canada",2655.8818590159967,1795.0998448959717,875.9692041473621,706.8703961408012
"Peterborough County, Ontario, Canada",1976.3938405573272,1366.3743175932655,898.1625526583431,629.9242864225885
"Thunder Bay District, Ontario, Canada",2125.8484370508836,1524.9430807323263,896.2981456120724,553.3690172364512
"Hastings County, Ontario, Canada",1742.68444825471,1109.3341390137762,589.1449156889491,329.3540758152938
"Brant CDR, Ontario, Canada",2829.9044935130314,2014.02730527546,1235.4908298928217,828.2444436844381
"Thompson-Nicola Regional district, British Columbia, Canada",2489.1053275797726,1377.648271252009,666.2731701114544,400.6408678466223
"La Rivière-du-Nord CRM, Quebec, Canada",2905.705025498553,1647.013925323346,981.4444907171281,707.2638457489309
"La Vallée-du-Richelieu CRM, Quebec, Canada",2849.2348828397944,1840.0165015073032,1064.871161342836,658.5377227291059
"Lambton County, Ontario, Canada",1969.4113676189195,1369.5131812714126,825.6319239707583,515.460162002971
"L'Assomption CRM, Quebec, Canada",3185.225712648049,2571.428018690301,1546.0139924235577,959.0684787191253
"Oxford County, Ontario, Canada",1946.1785271307265,1371.5220093624584,766.7909459244449,405.50759148747227
"Le Haut-Richelieu CRM, Quebec, Canada",2527.315562415839,1736.7885126060637,989.1383408128218,688.7899080936963
"Division No. 19, Alberta, Canada",1956.6411267008293,1296.9573051635357,699.8804096665622,468.09627693095644
"Haldimand-Norfolk CDR, Ontario, Canada",1239.0403933456207,738.2388000960348,318.59927627052764,128.39398448952267
"Stormont, Dundas and Glengarry United counties, Ontario, Canada",1793.901573555656,1171.92324512757,596.9841999022312,331.9700028363846
"Algoma District, Ontario, Canada",1862.3977217753613,1211.6776767511737,726.6676669908471,454.4478093179333
"Drummond CRM, Quebec, Canada",1974.740982514162,1409.6221951947448,834.6960511172872,569.4651259964692
"Renfrew County, Ontario, Canada",1221.3923063528973,699.9355874160759,336.6960213879486,152.80284901895467
"York County, New Brunswick, Canada",1888.174049755677,1028.2332189860322,483.6122424397157,366.5047023686932
"Chatham-Kent CDR, Ontario, Canada",1744.2151438222413,1198.6281297275002,694.592912425733,394.9462133706689
"Leeds and Grenville United counties, Ontario, Canada",1294.0181485509866,727.1017753491379,272.21265801497475,140.1451728157678
"Deux-Montagnes CRM, Quebec, Canada",2974.378204926585,2346.67335512057,1457.7402743294638,1080.657881082476
"Grey County, Ontario, Canada",1109.0902294666357,687.8349797487299,321.45303345620243,147.84220583316747
"Cape Breton County, Nova Scotia, Canada",1467.8012388707712,876.7529991488187,430.779878155257,245.9255701904659
"Fraser-Fort George Regional district, British Columbia, Canada",2013.6179877638351,1260.598199063977,672.9655588301991,425.025583568164
"Prescott and Russell United counties, Ontario, Canada",1622.122223653507,902.1230272699129,338.32597459388734,140.70878467458897
"Division No. 10, Alberta, Canada",1270.9121127339206,836.7649589248805,457.5558889288556,212.43090003894972
"Elgin County, Ontario, Canada",2070.2305243122596,1348.6871846971708,704.7536848661134,402.3640996632886
"La Haute-Yamaska CRM, Quebec, Canada",2321.02826082703,1632.3443711487284,991.8299463239235,662.648802789542
"North Okanagan Regional district, British Columbia, Canada",2130.0894805534695,1163.0344564680288,607.8545464501249,379.1970768605559
"Okanagan-Similkameen Regional district, British Columbia, Canada",2010.7624426672596,1296.424850261602,613.2423003693735,330.20903791729967
"Queens County, Prince Edward Island, Canada",1674.452203617873,968.7904956988303,488.4424311112376,331.24322649238377
"Les Maskoutains CRM, Quebec, Canada",2334.8987729313603,1728.8503744053378,890.4745413260246,490.5388687594075
"Northumberland County, Ontario, Canada",1320.4408961941028,744.9989634351748,343.87593385024246,172.60302892028446
"Division No. 15, Saskatchewan, Canada",1463.7583491400312,1047.1947415313732,510.4479796380085,285.73135173575383
"Cowichan Valley Regional district, British Columbia, Canada",1824.5954636861786,868.1688562656237,349.37195182532184,201.38767841066806
"Nipissing District, Ontario, Canada",1887.2837982473231,1284.2164639406697,632.4417625458873,361.2988809907612
"Division No. 2, Manitoba, Canada",1352.4289179068078,675.661706804061,276.1551451485691,119.23449198360254
"Division No. 1, Alberta, Canada",2079.768692599036,1479.612875623443,862.2797001684336,553.9745219285593
"Perth County, Ontario, Canada",1804.5308352827935,1230.729656517777,682.8192649555134,318.64013439806325
"Marguerite-D'Youville CRM, Quebec, Canada",2847.3986819368833,2120.5112527335696,908.2451827189019,404.1955003302118
"Kawartha Lakes CDR, Ontario, Canada",1105.4698661290697,683.4753635751368,347.1240434205665,163.4499326946503
"Gloucester County, New Brunswick, Canada",982.4672709294025,360.97805409831415,115.65508504689642,66.62254141512112
"Cochrane District, Ontario, Canada",1966.1708676558662,1349.3064211730223,548.8337401012776,263.8391811628171
"Lanark County, Ontario, Canada",1465.6751141192863,847.5642549345295,329.5835360341721,131.7618438474833
"Saint John County, New Brunswick, Canada",2262.29080854851,1427.303098424983,620.8046112490994,427.33198133799635
"Division No. 16, Alberta, Canada",3299.216641250698,2154.884201032419,1234.461457689599,693.2571834272198
"Arthabaska CRM, Quebec, Canada",1718.4219597401432,1258.306980120245,768.2242622711086,469.6238516890123
"Bruce County, Ontario, Canada",939.1382682020243,610.4958757531344,214.28856939015577,83.5798343241557
"Comox Valley Regional district, British Columbia, Canada",1696.0182039129281,1067.1221773249872,593.3792109439436,384.4882116529709
"Kings County, New Brunswick, Canada",1114.926130274714,500.06234495770536,250.26106891440668,166.07608144120582
"Joliette CRM, Quebec, Canada",2124.708912874566,1427.7064120898153,808.8593601527486,526.1538801879069
"Division No. 7, Manitoba, Canada",2173.701935048213,1593.5156823057123,992.4188123771191,605.1802439375283
"Beauharnois-Salaberry CRM, Quebec, Canada",2219.727535010641,1489.152238341354,777.5526193073025,417.05229577161725
"Division No. 13, Alberta, Canada",818.4843742833217,447.1977280445367,125.23743751807723,51.052144491759485
"Division No. 12, Alberta, Canada",1128.1464242287423,625.8576595979101,182.58148799971045,70.42589575298652
"Muskoka District municipality, Ontario, Canada",1259.9178315275128,498.53618561029987,169.85001490845033,87.59632150907045
"Dufferin County, Ontario, Canada",2046.5210405603327,1413.8081152525692,693.0772134207831,360.08461685792923
"Kenora District, Ontario, Canada",1447.8593325034453,587.4652794186183,153.81311963360653,63.384750425979185
"East Kootenay Regional district, British Columbia, Canada",1475.6121363730058,895.852356146098,395.84663081162097,177.83348330188113
"Brome-Missisquoi CRM, Quebec, Canada",1204.7898597842066,659.700634172421,287.6306373235348,136.27959214018105
"Cariboo Regional district, British Columbia, Canada",1157.434734965493,494.8670848205968,179.42949127069014,93.06089036652658
"Kings County, Nova Scotia, Canada",1117.9792810059876,501.16318598367906,196.73598017370247,119.83375785064281
"Central Kootenay Regional district, British Columbia, Canada",1340.0626529755484,686.0414648889255,217.9340469801277,92.36429874003224
"Division No. 17, Alberta, Canada",1135.1258831044008,495.0731674062794,117.73090385492841,34.120209119395405
"Peace River Regional district, British Columbia, Canada",1504.2071680585384,979.525703280727,475.12010155361173,211.15312454075246
"Huron County, Ontario, Canada",917.1690162242666,583.2503369493893,182.926178182985,64.38145206205763
"Mirabel Territory, Quebec, Canada",2618.37207655444,1584.8531510314433,636.8405924283361,440.8341277659836
"Montcalm CRM, Quebec, Canada",1633.4924758507311,777.0497621139502,238.37381018090196,151.63592268939342
"Division No. 3, Manitoba, Canada",1510.4576803980647,914.304942455118,356.92281393686625,135.60411711419468
"Rimouski-Neigette CRM, Quebec, Canada",2018.6732684294584,1365.8921264310015,757.0114707939405,379.5704383344989
"Columbia-Shuswap Regional district, British Columbia, Canada",1334.980174225193,639.2019560225988,269.3961637338259,126.73324655220219
"Division No. 5, Alberta, Canada",1268.306357759686,674.5723718216017,262.9709715317804,97.40013580919265
"Portneuf CRM, Quebec, Canada",1317.8503287277533,682.6272833776356,201.12753532811504,88.26465580519438
"Matawinie CRM, Quebec, Canada",977.1581727596472,360.49563878255964,107.20698760860475,59.367091124696465
"Memphrémagog CRM, Quebec, Canada",1298.6037720816882,802.2878316940446,390.13292907622576,208.35340664081568
"Les Collines-de-l'Outaouais CRM, Quebec, Canada",1963.3294904928105,535.8197960616982,114.95086376562118,103.82764334580965
"Beauce-Sartigan CRM, Quebec, Canada",1501.7075268945425,971.4358364092832,473.25042224325017,275.02689870114466
"Lac-Saint-Jean-Est CRM, Quebec, Canada",1581.788372577811,913.4336474587958,443.1783369293529,217.61199941482997
"Pierre-De Saurel CRM, Quebec, Canada",1995.737498394317,1303.4474433504088,684.6080990948312,422.25127244327217
"Division No. 13, Manitoba, Canada",1295.154856498591,624.5158729889024,306.54791429496487,220.57603934736187
"Colchester County, Nova Scotia, Canada",1389.2330622933741,646.4581177781743,299.1017155331975,189.12612251991834
"Les Laurentides CRM, Quebec, Canada",1109.9347940836258,465.47558526278937,174.0672005171573,93.7759553946995
"Squamish-Lillooet Regional district, British Columbia, Canada",2150.4192904027113,929.1414139795475,334.728397229806,170.17192838760505
"Shawinigan Territory, Quebec, Canada",2133.5996825087022,1447.38458691373,548.1705706429802,298.7657746412305
"Lunenburg County, Nova Scotia, Canada",1162.928704411355,430.1819553508694,137.6958881994604,66.93302666100928
"Strathcona Regional district, British Columbia, Canada",1805.0268662344104,1270.180593556065,631.2614576306686,334.5754443968821
"Division No. 17, Saskatchewan, Canada",1358.1851766938782,782.1839467036285,343.241191599117,166.38612825068262
"La Jacques-Cartier CRM, Quebec, Canada",2538.9195941656753,850.7071207940877,177.3695877184303,111.74802835159369
"Division No. 7, Saskatchewan, Canada",1708.137011054973,1296.9311240554312,684.5974198524656,412.7793937455453
"Les Pays-d'en-Haut CRM, Quebec, Canada",1371.547557284247,510.71658775316735,216.78311199988866,158.33559550574196
"Parry Sound District, Ontario, Canada",854.2883431069994,336.64436125265644,95.24945344515085,36.404245762262285
"Prince County, Prince Edward Island, Canada",1127.867390799045,553.0812243429184,242.32767296006355,118.85415949126713
"Nord-du-Québec CDR, Quebec, Canada",1908.3319348471634,876.6711329449263,168.3739260738708,49.79785954680602
"Lennox and Addington County, Ontario, Canada",1608.1675431195356,817.6895289647656,241.7116065762756,107.63337506536863
"Hants County, Nova Scotia, Canada",1828.2464110856577,567.3494767453735,108.6619655505617,63.16940917103799
"Northumberland County, New Brunswick, Canada",885.0879990371351,335.752985004541,102.11787170719714,58.82229602376858
"D'Autray CRM, Quebec, Canada",1417.7574218313234,809.6221584102293,278.2569065499688,125.92521930673134
"Pictou County, Nova Scotia, Canada",949.0966774618308,554.7874532878736,244.22671435846027,138.5506779737732
"Les Appalaches CRM, Quebec, Canada",1260.1078028020222,828.5532134469731,368.74129489053394,171.83580208116743
"La Vallée-de-l'Or CRM, Quebec, Canada",1858.3335771063098,1272.2697889603814,533.8610090357447,249.06880432617984
"Rouyn-Noranda Territory, Quebec, Canada",2064.482167751391,1148.8098307818468,507.93370652700855,240.91255252829004
"Division No. 22, Manitoba, Canada",3380.4262055259733,1189.5217379661974,288.5678278659438,100.507111694286
"Division No. 3, Alberta, Canada",926.131608479602,515.4964270172177,126.61924450933293,37.683609780097434
"Division No. 7, Alberta, Canada",767.9225534746602,491.2328037353135,149.66559758058384,47.00742848086982
"Yukon Territory, Yukon, Canada",1528.2338031944619,889.6710049994657,254.90586322159467,136.5469467344484
"Division No. 5, Newfoundland and Labrador, Canada",1620.1010149866784,893.4074659045907,323.0097124254583,177.4651607953627
"Sept-Rivières--Caniapiscau CDR, Quebec, Canada",1845.0472351525962,1327.993789259435,536.5171007671001,224.63712501971543
"Bellechasse CRM, Quebec, Canada",1089.6882597644203,467.4935543000044,96.70999229280109,44.1397476370599
"Division No. 16, Saskatchewan, Canada",1020.3652501293385,686.1383113061785,318.75445851673237,111.02978016870146
"La Nouvelle-Beauce CRM, Quebec, Canada",1288.2467984109087,682.2044160133923,209.7416094096495,101.27901504956348
"Rouville CRM, Quebec, Canada",2020.9978830127088,1110.174487000317,306.78426065095204,180.2458751120985
"Kitimat-Stikine Regional district, British Columbia, Canada",1370.8445585950967,752.7987198010148,310.74040296684194,138.14352724317175
"Bulkley-Nechako Regional district, British Columbia, Canada",1014.8007646990591,409.4749105130685,110.21911678795298,44.18210829694819
"Division No. 15, Alberta, Canada",2834.049224351657,1394.1802282317992,434.71745013799887,162.13924536718693
"Division No. 6, Newfoundland and Labrador, Canada",1973.990298241544,1115.8674916402267,380.60029170409865,163.6283317586988
"Maskinongé CRM, Quebec, Canada",1042.395192549811,454.94270624222986,129.78406814933538,61.114378382239195
"Antoine-Labelle CRM, Quebec, Canada",915.4764829617441,399.83136844486586,124.9719951823001,54.92805291773641
"Division No. 9, Saskatchewan, Canada",1109.5340074116425,820.303694539117,339.60902923481285,148.68588286256045
"Division No. 18, Saskatchewan, Canada",1265.9700566881077,518.9437581702008,94.18252705996163,35.119767671546384
"Division No. 14, Saskatchewan, Canada",853.0230557663158,555.957164917443,149.89165191035335,42.77892474230063
"Rivière-du-Loup CRM, Quebec, Canada",1596.040669631165,986.3455911859309,465.62367988839594,217.90585769592926
"Argenteuil CRM, Quebec, Canada",1253.6350195874413,669.0228338490102,280.7068547832574,140.61878105498573
"Lotbinière CRM, Quebec, Canada",1236.2439584260742,581.3398020764694,127.86013719655976,52.31756166664002
"Division No. 8, Newfoundland and Labrador, Canada",969.617013093701,305.7496552308408,50.52267352302137,21.622692734732873
"Kootenay Boundary Regional district, British Columbia, Canada",1147.9630970970998,618.822071144529,191.08054037531775,87.21838925009641
"Alberni-Clayoquot Regional district, British Columbia, Canada",1355.3505884315175,902.6954116264733,439.0066305685263,230.13094417765586
"Division No. 7, Newfoundland and Labrador, Canada",1214.4191377969319,418.95653700235096,82.90261555017268,37.72558545506283
"Madawaska County, New Brunswick, Canada",1102.317318880916,502.67366789678897,162.91393945093844,92.47571949741074
"Kent County, New Brunswick, Canada",823.4517412118148,267.329901856456,53.710802265782114,29.086068139115252
"Sunshine Coast Regional district, British Columbia, Canada",1165.3730861059807,607.1746016973813,235.89262209006597,121.38756134219126
"Division No. 5, Saskatchewan, Canada",675.6654088080631,459.21835478423213,101.46576368195726,28.00142767982541
"Le Val-Saint-François CRM, Quebec, Canada",1087.184263528987,484.8317898109967,131.81725298493663,61.614079343276146
"Timiskaming District, Ontario, Canada",1107.8020331972243,689.4701533505255,188.1231686376638,63.934454232057774
"Le Domaine-du-Roy CRM, Quebec, Canada",1338.0119162466963,761.1931281462087,256.68027841497536,99.07156628606198
"Division No. 8, Saskatchewan, Canada",1202.8044615726035,892.8366063852836,406.9330197480869,180.90055157921347
"Albert County, New Brunswick, Canada",1705.050813004932,964.2165764457022,508.0282485903186,399.22932662522373
"Restigouche County, New Brunswick, Canada",1082.928366704624,572.3305839425879,153.33191156860457,65.32700326044954
"Cumberland County, Nova Scotia, Canada",945.0065787279726,533.4166568768885,235.08705608611214,86.997360673266
"Division No. 1, Saskatchewan, Canada",936.3819173609065,681.2397896047381,258.2340944063638,85.82206526546122
"Les Jardins-de-Napierville CRM, Quebec, Canada",1515.0624788342143,815.0137724808693,213.774037995714,88.1664732427427
"La Côte-de-Beaupré CRM, Quebec, Canada",1779.4944084996343,675.6868373139423,257.71910725256924,219.63476815978464
"Manicouagan CRM, Quebec, Canada",1749.6007870315098,1039.4781320038512,367.34733098826376,147.29691254258685
"Division No. 14, Alberta, Canada",1637.044263769287,875.6311322242021,265.8404023191988,96.88124054831256
"Sunbury County, New Brunswick, Canada",1409.3036325061446,591.7157793596151,175.8566647619871,95.47541620100833
"Division No. 18, Manitoba, Canada",616.7209828465495,239.6637303778216,50.06582444273262,19.68480332192801
"Carleton County, New Brunswick, Canada",803.8793971624431,304.01192775753316,90.25005727448334,44.30511351012754
"Charlotte County, New Brunswick, Canada",763.5029464212067,290.02478161050266,71.12144993452327,37.59312498540792
"Prince Edward CDR, Ontario, Canada",902.2801398113199,347.772287586961,106.91224428776026,60.81252838404729
"Division No. 12, Manitoba, Canada",778.3610407416076,447.1424935547002,134.32661193764184,55.6399860688409
"Abitibi CRM, Quebec, Canada",1230.275165266479,664.2508802941805,222.3580612803603,97.75267008980065
"Yarmouth County, Nova Scotia, Canada",972.1503931729077,444.8244578983863,143.8027420373293,74.20998990091412
"Division No. 9, Manitoba, Canada",1232.2190403344637,789.1937739775906,358.11773245108117,160.89836128342785
"Division No. 10, Newfoundland and Labrador, Canada",1301.7188343843095,817.5453743921497,251.3895889013398,88.60102438409591
"Papineau CRM, Quebec, Canada",904.9550587999638,352.8955098053632,64.63700095982944,29.013474546963373
"Maria-Chapdelaine CRM, Quebec, Canada",1221.018217165558,725.2897897360284,212.3582841429276,112.55199047350929
"Nicolet-Yamaska CRM, Quebec, Canada",910.9723553021396,499.51534354820666,140.62875846860624,68.08740295898023
"L'Érable CRM, Quebec, Canada",1227.2081534540491,816.8254217117112,231.1859518811012,81.5596857001432
"Division No. 15, Manitoba, Canada",878.0807135615573,589.2207750006229,139.28617904516295,39.343313305706886
"Division No. 12, Saskatchewan, Canada",787.3184912924975,495.52960109283003,101.24057972079943,37.54826460167888
"Le Haut-Saint-François CRM, Quebec, Canada",957.600984648456,381.4407082689372,85.63805651293967,49.51995657310408
"Division No. 2, Saskatchewan, Canada",1058.780434326446,768.8967231853893,344.47837015020957,112.44806800625057
"Montmagny CRM, Quebec, Canada",1351.8608547841131,773.5009241835394,256.2283293547525,92.92822688456863
"Sudbury District, Ontario, Canada",876.6850811926364,407.561769681817,89.42690555141414,31.824286009455914
"Le Haut-Saint-Laurent CRM, Quebec, Canada",747.1678944890197,351.7138956830128,67.70158447790638,32.32792687497009
"Division No. 13, Saskatchewan, Canada",798.6741118101668,486.4094424732926,108.03229921703249,31.189674760569172
"Division No. 17, Manitoba, Canada",928.4284937337327,600.041978165162,203.09618226540277,71.72478123359028
"Le Granit CRM, Quebec, Canada",898.0712868279423,377.7252951157506,100.94429095988424,48.140447247927604
"Division No. 21, Manitoba, Canada",1404.1563505525999,797.992682329527,227.72364954110265,83.12318439905276
"Kamouraska CRM, Quebec, Canada",938.7141548962236,482.9212287138882,116.59867264274914,48.59761677720885
"Annapolis County, Nova Scotia, Canada",729.6522920706769,226.84087732197813,58.91870385620169,40.39021744102242
"Powell River Regional district, British Columbia, Canada",1173.8571084966813,667.9856692886048,266.50141809874646,137.39426477309826
"La Matanie CRM, Quebec, Canada",1477.4019784313052,940.6134416390213,345.95538864491664,122.46823875128727
"Region 6 Region, Northwest Territories, Canada",2754.7366487121662,2045.099021103478,764.5072638569728,364.2835566967076
"Bécancour CRM, Quebec, Canada",1052.5790557542057,460.18662254455796,68.12253845016417,73.68963805954242
"Haliburton County, Ontario, Canada",841.6898836707062,224.5986262999115,25.979338493034355,14.487842516424228
"Division No. 9, Alberta, Canada",1005.6763850918525,454.6680908316214,138.6937680381284,51.31711041894996
"La Vallée-de-la-Gatineau CRM, Quebec, Canada",760.7762127237737,281.674830356323,74.57328909109212,29.308016389450312
"Abitibi-Ouest CRM, Quebec, Canada",981.7727687817481,463.73585063990447,141.74803995833616,50.34005679125721
"Antigonish County, Nova Scotia, Canada",1197.3461436439939,500.0973595585822,121.27671103603727,60.09136071801349
"Division No. 1, Manitoba, Canada",566.8836689622545,218.5262410594268,36.32930360708909,12.6974611193338
"Division No. 14, Manitoba, Canada",1119.3529856564885,522.0296961764732,143.8611193212166,49.93108881426941
"Témiscouata CRM, Quebec, Canada",659.5757091460227,285.09735558043604,54.34991476237017,20.48406156854477
"Rainy River District, Ontario, Canada",928.6338589174343,559.1205104824098,169.732851270179,63.995072025145
"Qikiqtaaluk Region, Nunavut, Canada",1798.8888763395341,798.2512009103211,206.7982158273575,65.72089064687678
"Robert-Cliche CRM, Quebec, Canada",1097.5741507265782,479.3036958824956,132.89478667353038,55.37917163125377
"Division No. 4, Newfoundland and Labrador, Canada",1167.3833156024223,572.2077157446422,177.93709030877082,72.39358340818923
"Division No. 2, Newfoundland and Labrador, Canada",1172.0102354341577,415.49648084364077,68.41565747100915,32.283370956948986
"Coaticook CRM, Quebec, Canada",831.5826077907361,402.11674081706053,171.13767885490225,71.44109914840884
"La Mitis CRM, Quebec, Canada",1095.471923776357,667.9776037320653,178.92577803692987,69.53526309650563
"Kings County, Prince Edward Island, Canada",417.1026315258206,173.5586608357332,41.03699961975886,22.136822563740047
"Victoria County, New Brunswick, Canada",746.7841957290246,321.26214432432465,104.1156533577911,52.13924018592254
"Skeena-Queen Charlotte Regional district, British Columbia, Canada",1896.8130148113542,1185.3746990923198,401.463472310306,160.48019357197325
"La Matapédia CRM, Quebec, Canada",698.915868710284,386.0393976641889,113.82125163476172,43.12057647311179
"L'Islet CRM, Quebec, Canada",801.3692001439713,290.6143169883735,46.31307379074189,25.691260324946594
"Bonaventure CRM, Quebec, Canada",729.6500201216958,249.52833580466375,70.06509234414081,34.95309674424328
"La Côte-de-Gaspé CRM, Quebec, Canada",1455.9315329541107,440.25201448796423,77.76995592294519,36.760759012911755
"Inverness County, Nova Scotia, Canada",803.6189868600917,296.04228891783833,66.81252105112912,26.087158346057077
"Le Rocher-Percé CRM, Quebec, Canada",846.1548203305422,281.170614829048,69.10543861547738,33.67894420489408
"Digby County, Nova Scotia, Canada",598.492732853099,209.72319409501594,41.58873881503298,20.815338831503755
"Les Etchemins CRM, Quebec, Canada",778.7905408861038,355.98482391953064,68.17374297183162,29.27690648844925
"Division No. 10, Saskatchewan, Canada",484.36742058054386,267.59867776045775,42.02440262919434,12.049320883648535
"Témiscamingue CRM, Quebec, Canada",727.5031248845885,346.0786944842659,61.54662335545623,24.058345904090892
"Acton CRM, Quebec, Canada",1067.4455134008642,622.4083563579791,177.0734980318022,74.63755918614149
"Charlevoix-Est CRM, Quebec, Canada",1130.763965312656,456.0080698792579,108.80004502344161,49.52336797469269
"Division No. 19, Manitoba, Canada",1567.5606078470607,401.96158354685053,33.69115405249638,13.251139052827142
"La Tuque Territory, Quebec, Canada",1745.619374637415,1002.6337227389552,275.3910855574798,99.77641720406443
"Pontiac CRM, Quebec, Canada",521.2099732438518,230.26266374597583,58.0369376937832,25.548168292924906
"Division No. 9, Newfoundland and Labrador, Canada",832.6653037782612,265.17458302736645,43.00447473937648,14.139097263097227
"Les Sources CRM, Quebec, Canada",1092.9394911871796,704.3675572796938,212.38210601439545,90.14006394447485
"Division No. 8, Manitoba, Canada",572.1116601534094,212.1162764471041,27.738835991364997,13.121232351491457
"Manitoulin District, Ontario, Canada",511.21077610260204,195.5185680741301,34.24440981819008,13.406315348820488
"Division No. 3, Newfoundland and Labrador, Canada",1196.3280478611434,401.32412595402144,77.88696189546212,28.566312851036766
"Shelburne County, Nova Scotia, Canada",1055.3036918722914,301.3728436242111,45.40049334310737,20.88000677322866
"Avignon CRM, Quebec, Canada",869.2929809558033,293.2400225902908,61.4492608335743,30.765372717863915
"Charlevoix CRM, Quebec, Canada",1178.4768514152577,501.1915924858104,136.94691274217436,49.59531559047701
"Division No. 5, Manitoba, Canada",630.0668787058559,358.6323869812798,69.44455906300558,20.019992325096556
"Division No. 18, Alberta, Canada",872.6201996290444,423.64566952054764,93.23708352362301,27.214550639723278
