longname,High School %,Undergrad %,Grad %,High school diploma [25-64] %,Bachelor's degree [25-64] %,Graduate degree [25-64] %,Undergrad STEM %,Undergrad Humanities %,Undergrad Business %,% of women with high school education - % of men with high school education,% of women with undergraduate education - % of men with undergraduate education,% of women with graduate education - % of men with graduate education
"Addis Kidan Urban Center, Ethiopia",,,,,,,,,,,,
"Derna Urban Center, Libya",,,,,,,,,,,,
"Meadowview Urban Center, USA",0.959395586783477,0.3799494046081081,0.12861674796509528,,,,0.1446323896855026,0.14201115001281558,0.09330586490978984,0.006696749258710111,-0.004035972550728406,-0.0020482901700237532
"Yeleswaram Urban Center, India",,,,,,,,,,,,
"Venlo Urban Center, Netherlands",,,,,,,,,,,,
"Bellampalli Urban Center, India",,,,,,,,,,,,
"Kadafa Urban Center, Nigeria",,,,,,,,,,,,
"Shahpura Urban Center, India",,,,,,,,,,,,
"Guaíba Urban Center, Brazil",,,,,,,,,,,,
"Tchadoua Urban Center, Niger",,,,,,,,,,,,
"Poojapitiya Urban Center, Sri Lanka",,,,,,,,,,,,
"Takestan Urban Center, Iran",,,,,,,,,,,,
"Dai Urban Center, China",,,,,,,,,,,,
"Ahwa Urban Center, India",,,,,,,,,,,,
"Gongchangling Urban Center, China",,,,,,,,,,,,
"Bonab Urban Center, Iran",,,,,,,,,,,,
"Wundwin Urban Center, Myanmar",,,,,,,,,,,,
"Quwo Urban Center, China",,,,,,,,,,,,
"Lawksawk Urban Center, Myanmar",,,,,,,,,,,,
"Dover Urban Center, USA",0.874323670452814,0.3582367853741872,0.12132381437171104,,,,0.15957088555816024,0.12165506158184893,0.07701083823417854,0.03696921968185496,0.054818816250592706,-0.002114858251795776
"Gjakovë Urban Center, Serbia",,,,,,,,,,,,
"Fangzheng Urban Center, China",,,,,,,,,,,,
"Baqa al Gharbiyya Urban Center, Israel-State of Palestine",,,,,,,,,,,,
"Mutabi Urban Center, Democratic Republic of the Congo",,,,,,,,,,,,
"Leskovac Urban Center, Serbia",,,,,,,,,,,,
"Kecamatan Sape Urban Center, Indonesia",,,,,,,,,,,,
"Danli Urban Center, Honduras",,,,,,,,,,,,
"Al Amerat Urban Center, Oman",,,,,,,,,,,,
"Kodaikanal Urban Center, India",,,,,,,,,,,,
"Watsonville Urban Center, USA",0.6448738236228291,0.0998935831310338,0.035410416350346766,,,,0.046041801884620696,0.0353671597192285,0.01848462152718467,0.0419187122000344,0.002617379262873823,-0.0005073646184562824
"Cruzeiro do Sul Urban Center, Brazil",,,,,,,,,,,,
"Jakkampatty Urban Center, India",,,,,,,,,,,,
"Qaryat Salah al Din Urban Center, Egypt",,,,,,,,,,,,
"Lantian (Sichuan Sheng) Urban Center, China",,,,,,,,,,,,
"Corby Urban Center, United Kingdom",,,,,,,,,,,,
"Nanga Pinoh Urban Center, Indonesia",,,,,,,,,,,,
"Shanhe Urban Center, China",,,,,,,,,,,,
"Behshahr Urban Center, Iran",,,,,,,,,,,,
"Tekkali Urban Center, India",,,,,,,,,,,,
"石地村 Urban Center, China",,,,,,,,,,,,
"Boconó Urban Center, Venezuela",,,,,,,,,,,,
"Budyonnovsk Urban Center, Russia",,,,,,,,,,,,
"Bhinga Urban Center, India",,,,,,,,,,,,
"Sirte Urban Center, Libya",,,,,,,,,,,,
"Keighley Urban Center, United Kingdom",,,,,,,,,,,,
"Turangzai Urban Center, Pakistan",,,,,,,,,,,,
"Kodinar Urban Center, India",,,,,,,,,,,,
"New Bussa Urban Center, Nigeria",,,,,,,,,,,,
"Masbate City Urban Center, Philippines",,,,,,,,,,,,
"Ungwan Tamowa Urban Center, Nigeria",,,,,,,,,,,,
"Sanawad Urban Center, India",,,,,,,,,,,,
"Rionegro Urban Center, Colombia",,,,,,,,,,,,
"Merawi Urban Center, Ethiopia",,,,,,,,,,,,
"Shush Urban Center, Iran",,,,,,,,,,,,
"Hsipaw Urban Center, Myanmar",,,,,,,,,,,,
"Saint-André Urban Center, France",,,,,,,,,,,,
"Wokha Urban Center, India",,,,,,,,,,,,
"Arcoverde Urban Center, Brazil",,,,,,,,,,,,
"Shaobo Urban Center, China",,,,,,,,,,,,
"Saab Al Bour Urban Center, Iraq",,,,,,,,,,,,
"Khomein Urban Center, Iran",,,,,,,,,,,,
"Jetisay Urban Center, Kazakhstan",,,,,,,,,,,,
"Shajapur Urban Center, India",,,,,,,,,,,,
"Chenjiafang Urban Center, China",,,,,,,,,,,,
"Chiquinquirá Urban Center, Colombia",,,,,,,,,,,,
"Jacona de Plancarte Urban Center, Mexico",,,,,,,,,,,,
"Adikpo Urban Center, Nigeria",,,,,,,,,,,,
"Fenshui Urban Center, China",,,,,,,,,,,,
"Szombathely Urban Center, Hungary",,,,,,,,,,,,
"Morales Urban Center, Guatemala",,,,,,,,,,,,
"Sakri Urban Center, India",,,,,,,,,,,,
"Shahrinav Urban Center, Tajikistan",,,,,,,,,,,,
"Yihuang Urban Center, China",,,,,,,,,,,,
"Fier Urban Center, Albania",,,,,,,,,,,,
"Grosseto Urban Center, Italy",,,,,,,,,,,,
"Eldorado Urban Center, Argentina",,,,,,,,,,,,
"Dajing Urban Center, China",,,,,,,,,,,,
"Agar Urban Center, India",,,,,,,,,,,,
"Prilep Urban Center, North Macedonia",,,,,,,,,,,,
"Keshan Urban Center, China",,,,,,,,,,,,
"Gütersloh Urban Center, Germany",,,,,,,,,,,,
"Ambaji Urban Center, India",,,,,,,,,,,,
"Usilampatti Urban Center, India",,,,,,,,,,,,
"Minqin Urban Center, China",,,,,,,,,,,,
"Tula de Allende Urban Center, Mexico",,,,,,,,,,,,
"Mahmudabad Urban Center, India",,,,,,,,,,,,
"Ras El Oued Urban Center, Algeria",,,,,,,,,,,,
"Nsawam Urban Center, Ghana",,,,,,,,,,,,
"Ngabang Urban Center, Indonesia",,,,,,,,,,,,
"Rudny Urban Center, Kazakhstan",,,,,,,,,,,,
"Três Corações Urban Center, Brazil",,,,,,,,,,,,
"Farzand Urban Center, Pakistan",,,,,,,,,,,,
"Zanhuang Urban Center, China",,,,,,,,,,,,
"Mubende Urban Center, Uganda",,,,,,,,,,,,
"Dijkot Urban Center, Pakistan",,,,,,,,,,,,
"Nikki Urban Center, Benin",,,,,,,,,,,,
"Devakottai Urban Center, India",,,,,,,,,,,,
"Binghamton Urban Center, USA",0.8672239876961371,0.23969080845165064,0.10817200125869514,,,,0.11306211030070429,0.09405502679622388,0.03257367135472263,0.003345698916965345,-0.028854303523662195,-0.0033288048236262413
"Littlehampton Urban Center, United Kingdom",,,,,,,,,,,,
"Valladolid Urban Center, Mexico",,,,,,,,,,,,
"Gaosha Urban Center, China",,,,,,,,,,,,
"Changshun Urban Center, China",,,,,,,,,,,,
"Liangcheng Urban Center, China",,,,,,,,,,,,
"Bijainagar Urban Center, India",,,,,,,,,,,,
"Ramhormoz Urban Center, Iran",,,,,,,,,,,,
"Kidderminster Urban Center, United Kingdom",,,,,,,,,,,,
"Ginir Urban Center, Ethiopia",,,,,,,,,,,,
"Kolasib Urban Center, India",,,,,,,,,,,,
"Neuwied Urban Center, Germany",,,,,,,,,,,,
"Taungdwingyi Urban Center, Myanmar",,,,,,,,,,,,
"Alem Ketema Urban Center, Ethiopia",,,,,,,,,,,,
"Shahbazpur Town Urban Center, Bangladesh",,,,,,,,,,,,
"Espinal Urban Center, Colombia",,,,,,,,,,,,
"Woonsocket Urban Center, USA",0.8525997561357307,0.204145456749048,0.061187471472026016,,,,0.08287075605897241,0.07092428223137706,0.05035041845869852,-0.014956278770079101,-0.02125064064572202,-0.004568614323304188
"Machang Urban Center, China",,,,,,,,,,,,
"Gallaorol Urban Center, Uzbekistan",,,,,,,,,,,,
"Zaraza Urban Center, Venezuela",,,,,,,,,,,,
"Binhaixi Urban Center, China",,,,,,,,,,,,
"Dhanaura Urban Center, India",,,,,,,,,,,,
"Ain El Aouda Urban Center, Morocco",,,,,,,,,,,,
"Itapema Urban Center, Brazil",,,,,,,,,,,,
"Bodeli Urban Center, India",,,,,,,,,,,,
"南马镇 Urban Center, China",,,,,,,,,,,,
"Giddalur Urban Center, India",,,,,,,,,,,,
"Bambey Urban Center, Senegal",,,,,,,,,,,,
"Savalou Urban Center, Benin",,,,,,,,,,,,
"Arvi Urban Center, India",,,,,,,,,,,,
"Bejaad Urban Center, Morocco",,,,,,,,,,,,
"Komani (Queenstown) Urban Center, South Africa",,,,,,,,,,,,
"San Francisco Urban Center, Argentina",,,,,,,,,,,,
"Artigas Urban Center, Brazil-Uruguay",,,,,,,,,,,,
"As Suwayrah Urban Center, Iraq",,,,,,,,,,,,
"Nicoadala Urban Center, Mozambique",,,,,,,,,,,,
"Ciudad Vieja [Antigua Guatemala] Urban Center, Guatemala",,,,,,,,,,,,
"Badokwa Urban Center, Central African Republic",,,,,,,,,,,,
"Barara Urban Center, India",,,,,,,,,,,,
"Dongtou Urban Center, China",,,,,,,,,,,,
"Caicó Urban Center, Brazil",,,,,,,,,,,,
"Vaudreuil-Dorion Urban Center, Canada",,,,0.9141189115301964,0.31038918359463047,0.06024529874705536,,,,,,
"Bagheria Urban Center, Italy",,,,,,,,,,,,
"Kasongo-Lunda Urban Center, Democratic Republic of the Congo",,,,,,,,,,,,
"Palladam Urban Center, India",,,,,,,,,,,,
"Tandalti Urban Center, Sudan",,,,,,,,,,,,
"Tianzhen Urban Center, China",,,,,,,,,,,,
"Tomaszów Mazowiecki Urban Center, Poland",,,,,,,,,,,,
"Nansang Urban Center, Myanmar",,,,,,,,,,,,
"Boké Urban Center, Guinea",,,,,,,,,,,,
"Rayadurg Urban Center, India",,,,,,,,,,,,
"Patrocínio Urban Center, Brazil",,,,,,,,,,,,
"Jianghua Urban Center, China",,,,,,,,,,,,
"فيانكا Fianga Urban Center, Chad",,,,,,,,,,,,
"Guanambi Urban Center, Brazil",,,,,,,,,,,,
"Aklera Urban Center, India",,,,,,,,,,,,
"Licheng Urban Center, China",,,,,,,,,,,,
"Duaca Urban Center, Venezuela",,,,,,,,,,,,
"Murshidabad Urban Center, India",,,,,,,,,,,,
"Naples Urban Center, USA",0.93930228253902,0.4421077206310327,0.1870284315671374,,,,0.17141125739426444,0.1520934166323465,0.1186030466044215,0.0227929137818651,-0.0889091406872694,-0.07747412341708146
"Iglas Urban Center, India",,,,,,,,,,,,
"Umundi Urban Center, Nigeria",,,,,,,,,,,,
"Gadahinglaj Urban Center, India",,,,,,,,,,,,
"Kheragarh Urban Center, India",,,,,,,,,,,,
"La Leyenda Urban Center, Guatemala",,,,,,,,,,,,
"Songyang Urban Center, China",,,,,,,,,,,,
"Guangling Urban Center, China",,,,,,,,,,,,
"Kyauktaga Urban Center, Myanmar",,,,,,,,,,,,
"Drachevo Urban Center, North Macedonia",,,,,,,,,,,,
"Fatehpur Sikri Urban Center, India",,,,,,,,,,,,
"Shinkafi Urban Center, Nigeria",,,,,,,,,,,,
"Shahpur Urban Center, India",,,,,,,,,,,,
"Novy Urengoy Urban Center, Russia",,,,,,,,,,,,
"Redcliffe Urban Center, Australia",,,,,,,,,,,,
"Lahar Urban Center, India",,,,,,,,,,,,
"Sangmélima Urban Center, Cameroon",,,,,,,,,,,,
"Aného Urban Center, Benin-Togo",,,,,,,,,,,,
"Planaltina (Goiás) Urban Center, Brazil",,,,,,,,,,,,
"Mbala Urban Center, Zambia",,,,,,,,,,,,
"Center Township Urban Center, USA",0.9424225427947044,0.2569089144813505,0.09146595715924753,,,,0.09731539957027911,0.10786649297899166,0.05172702193207982,0.006334847315517034,-0.0060952633706645165,0.006211098646265539
"Fria Urban Center, Guinea",,,,,,,,,,,,
"Hereford Urban Center, United Kingdom",,,,,,,,,,,,
"Lambayeque Urban Center, Peru",,,,,,,,,,,,
"Codó Urban Center, Brazil",,,,,,,,,,,,
"Kobani Urban Center, Syria",,,,,,,,,,,,
"Zitong Urban Center, China",,,,,,,,,,,,
"Viareggio Urban Center, Italy",,,,,,,,,,,,
"Yushe Urban Center, China",,,,,,,,,,,,
"Ostrowiec Świętokrzyski Urban Center, Poland",,,,,,,,,,,,
"Wheielers farm settlement Urban Center, South Africa",,,,,,,,,,,,
"Chengxian Urban Center, China",,,,,,,,,,,,
"Tamacine Urban Center, Algeria",,,,,,,,,,,,
"Nazlet Husein Ali Urban Center, Egypt",,,,,,,,,,,,
"Al Badari Urban Center, Egypt",,,,,,,,,,,,
"Ejura Urban Center, Ghana",,,,,,,,,,,,
"Shibpur Urban Center, Bangladesh",,,,,,,,,,,,
"Sandafa al Far Urban Center, Egypt",,,,,,,,,,,,
"Dongzhi Urban Center, China",,,,,,,,,,,,
"Andoany Urban Center, Madagascar",,,,,,,,,,,,
"Zuogezhuang Urban Center, China",,,,,,,,,,,,
"Kladno Urban Center, Czech Republic",,,,,,,,,,,,
"Pokaran Urban Center, India",,,,,,,,,,,,
"Kankakee Urban Center, USA",0.8774941705898223,0.18593951890050867,0.07361703969099087,,,,0.06859343733146075,0.08326018712809233,0.034085894440955396,0.005200106568180152,0.007936683361115165,0.020466790336785196
"Tekkeköy Urban Center, Turkey",,,,,,,,,,,,
"Lakshmeshvara Urban Center, India",,,,,,,,,,,,
"Chandur Bazar Urban Center, India",,,,,,,,,,,,
"Vezirköprü Urban Center, Turkey",,,,,,,,,,,,
"Leszno Urban Center, Poland",,,,,,,,,,,,
"Mazrub Urban Center, Sudan",,,,,,,,,,,,
"Jyväskylä Urban Center, Finland",,,,,,,,,,,,
"Pategi Urban Center, Nigeria",,,,,,,,,,,,
"Midelt Urban Center, Morocco",,,,,,,,,,,,
"Dschang Urban Center, Cameroon",,,,,,,,,,,,
"梅城镇 Urban Center, China",,,,,,,,,,,,
"Guéckédou Urban Center, Guinea",,,,,,,,,,,,
"Pandhurna Urban Center, India",,,,,,,,,,,,
"Talara Urban Center, Peru",,,,,,,,,,,,
"Ampana Urban Center, Indonesia",,,,,,,,,,,,
"Awgu Urban Center, Nigeria",,,,,,,,,,,,
"Cacoal Urban Center, Brazil",,,,,,,,,,,,
"Livny Urban Center, Russia",,,,,,,,,,,,
"Belleville Urban Center, USA",0.9445313982891943,0.2435001898019151,0.09371792630573786,,,,0.08637508053252815,0.09752649496409632,0.059598614305290405,0.01104742109245671,0.00842587488414609,0.032251468172788955
"Al Qurayya Urban Center, Syria",,,,,,,,,,,,
"Qin Urban Center, China",,,,,,,,,,,,
"Passo Saefti Urban Center, Ethiopia",,,,,,,,,,,,
"Dhone Urban Center, India",,,,,,,,,,,,
"Dakri Urban Center, Nigeria",,,,,,,,,,,,
"Tilottama Urban Center, Nepal",,,,,,,,,,,,
"Icaivera Urban Center, Brazil",,,,,,,,,,,,
"Deoli Urban Center, India",,,,,,,,,,,,
"Bhokar Urban Center, India",,,,,,,,,,,,
"Runkata Urban Center, India",,,,,,,,,,,,
"Poxin Urban Center, China",,,,,,,,,,,,
"Giad Industrial Complex Urban Center, Sudan",,,,,,,,,,,,
"Filingué Urban Center, Niger",,,,,,,,,,,,
"Bridgend Urban Center, United Kingdom",,,,,,,,,,,,
"Santander de Quilichao Urban Center, Colombia",,,,,,,,,,,,
"Abyūhā Urban Center, Egypt",,,,,,,,,,,,
"Tulcán Urban Center, Ecuador",,,,,,,,,,,,
"Korutla Urban Center, India",,,,,,,,,,,,
"Weihe Urban Center, China",,,,,,,,,,,,
"Pithora Urban Center, India",,,,,,,,,,,,
"Bisceglie Urban Center, Italy",,,,,,,,,,,,
"Ain Fakroun Urban Center, Algeria",,,,,,,,,,,,
"Mtwapa Urban Center, Kenya",,,,,,,,,,,,
"Cereté Urban Center, Colombia",,,,,,,,,,,,
"West Chester Urban Center, USA",0.9659177086284887,0.5796301773572997,0.218721862726778,,,,0.273189561890315,0.17799516995921388,0.12844544550777054,-0.010185462555742264,-0.0398026343752228,-0.026778050805826598
"Ledong Urban Center, China",,,,,,,,,,,,
"Tanay Urban Center, Philippines",,,,,,,,,,,,
"Tudun Wada (Niger) Urban Center, Nigeria",,,,,,,,,,,,
"Gore Urban Center, Chad",,,,,,,,,,,,
"Paonta Sahib Urban Center, India",,,,,,,,,,,,
"Piro Urban Center, India",,,,,,,,,,,,
"Minusinsk Urban Center, Russia",,,,,,,,,,,,
"Bougouni Urban Center, Mali",,,,,,,,,,,,
"San Juan de la Maguana Urban Center, Dominican Republic",,,,,,,,,,,,
"Mangochi Urban Center, Malawi",,,,,,,,,,,,
"Le Tampon Urban Center, France",,,,,,,,,,,,
"Xinglong Urban Center, China",,,,,,,,,,,,
"Elk Urban Center, Poland",,,,,,,,,,,,
"Tutun Urban Center, Egypt",,,,,,,,,,,,
"Akabuka Urban Center, Nigeria",,,,,,,,,,,,
"Loughborough Urban Center, United Kingdom",,,,,,,,,,,,
"M'Daourouch Urban Center, Algeria",,,,,,,,,,,,
"Dawadimi Urban Center, Saudi Arabia",,,,,,,,,,,,
"Santa Cruz Urban Center, Venezuela",,,,,,,,,,,,
"Chigorodó Urban Center, Colombia",,,,,,,,,,,,
"Longquan Urban Center, China",,,,,,,,,,,,
"Malummaduri Urban Center, Nigeria",,,,,,,,,,,,
"Türkoğlu Urban Center, Turkey",,,,,,,,,,,,
"Dunkwa-on-Ofin Urban Center, Ghana",,,,,,,,,,,,
"Zhuxi Urban Center, China",,,,,,,,,,,,
"Huize (Northern Yunnan Sheng) Urban Center, China",,,,,,,,,,,,
"Świdnica Urban Center, Poland",,,,,,,,,,,,
"Laishui Urban Center, China",,,,,,,,,,,,
"Folkestone Urban Center, United Kingdom",,,,,,,,,,,,
"Guamúchil Urban Center, Mexico",,,,,,,,,,,,
"Khost Urban Center, Afghanistan",,,,,,,,,,,,
"Gamawa Urban Center, Nigeria",,,,,,,,,,,,
"Janaúba Urban Center, Brazil",,,,,,,,,,,,
"Jingyan Urban Center, China",,,,,,,,,,,,
"Jhabua Urban Center, India",,,,,,,,,,,,
"M'rirt Urban Center, Morocco",,,,,,,,,,,,
"Sirdaryo Urban Center, Uzbekistan",,,,,,,,,,,,
"Villazón Urban Center, Argentina-Bolivia",,,,,,,,,,,,
"Bagudo Urban Center, Nigeria",,,,,,,,,,,,
"Dengkou Urban Center, China",,,,,,,,,,,,
"Tulu Bolo Urban Center, Ethiopia",,,,,,,,,,,,
"Cipolletti Urban Center, Argentina",,,,,,,,,,,,
"Itapecerica da Serra Urban Center, Brazil",,,,,,,,,,,,
"Santo Antônio do Descoberto Urban Center, Brazil",,,,,,,,,,,,
"Bokkos Urban Center, Nigeria",,,,,,,,,,,,
"Maos Urban Center, Indonesia",,,,,,,,,,,,
"Bamaur Urban Center, India",,,,,,,,,,,,
"Maudaha Urban Center, India",,,,,,,,,,,,
"Bhadrachalam Urban Center, India",,,,,,,,,,,,
"Ngaoundal Urban Center, Cameroon",,,,,,,,,,,,
"Ayr Urban Center, United Kingdom",,,,,,,,,,,,
"Sirohi Urban Center, India",,,,,,,,,,,,
"Dubuque Urban Center, USA",0.9359078161741806,0.3053694527227054,0.09629115664255147,,,,0.10669694184413107,0.14001516867984265,0.058657342198731414,0.014115788350672731,0.04381232622299286,0.03824086025622034
"Surman Urban Center, Libya",,,,,,,,,,,,
"Mahdia Urban Center, Tunisia",,,,,,,,,,,,
"Umm Kadadah Urban Center, Sudan",,,,,,,,,,,,
"Renwal Urban Center, India",,,,,,,,,,,,
"Rawatbhata Urban Center, India",,,,,,,,,,,,
"Horinger Urban Center, China",,,,,,,,,,,,
"Dassa-Zoumé Urban Center, Benin",,,,,,,,,,,,
"Manendragarh Urban Center, India",,,,,,,,,,,,
"Zomba Urban Center, Malawi",,,,,,,,,,,,
"Laifeng (Chongqing Shi) Urban Center, China",,,,,,,,,,,,
"Hezuo Urban Center, China",,,,,,,,,,,,
"Jingning Urban Center, China",,,,,,,,,,,,
"Houma Urban Center, USA",0.8485650099052716,0.1793538440852955,0.061181857439768984,,,,0.08147299495082905,0.06428673905028522,0.03359411008418126,0.04314336699239929,0.027151746179615993,0.013670139656900004
"Cerro de Pasco Urban Center, Peru",,,,,,,,,,,,
"Manhuaçu Urban Center, Brazil",,,,,,,,,,,,
"Yi'an Urban Center, China",,,,,,,,,,,,
"Ganta Urban Center, Liberia",,,,,,,,,,,,
"Ringim Urban Center, Nigeria",,,,,,,,,,,,
"Yawal Urban Center, India",,,,,,,,,,,,
"Serdar Urban Center, Turkmenistan",,,,,,,,,,,,
"El Hamma Urban Center, Tunisia",,,,,,,,,,,,
"Chalkida Urban Center, Greece",,,,,,,,,,,,
"Asti Urban Center, Italy",,,,,,,,,,,,
"Mingu Urban Center, China",,,,,,,,,,,,
"Formiga Urban Center, Brazil",,,,,,,,,,,,
"Kurdamir Urban Center, Azerbaijan",,,,,,,,,,,,
"Banda (Madhya Pradesh) Urban Center, India",,,,,,,,,,,,
"Jérémie Urban Center, Haiti",,,,,,,,,,,,
"Cairns Urban Center, Australia",,,,,,,,,,,,
"Dolo Urban Center, Ethiopia",,,,,,,,,,,,
"Suar Urban Center, India",,,,,,,,,,,,
"Totalai Urban Center, Pakistan",,,,,,,,,,,,
"Satana Urban Center, India",,,,,,,,,,,,
"Gore Urban Center, Ethiopia",,,,,,,,,,,,
"Houndé Urban Center, Burkina Faso",,,,,,,,,,,,
"Matabhanga Urban Center, India",,,,,,,,,,,,
"Huishangang Urban Center, China",,,,,,,,,,,,
"Yilong Urban Center, China",,,,,,,,,,,,
"Fusui Urban Center, China",,,,,,,,,,,,
"Pangkajene (Northern Sulawesi Selatan) Urban Center, Indonesia",,,,,,,,,,,,
"Berasia Urban Center, India",,,,,,,,,,,,
"Miranpur Urban Center, India",,,,,,,,,,,,
"Thaethan Urban Center, North Korea",,,,,,,,,,,,
"Yifeng Urban Center, China",,,,,,,,,,,,
"San Pedro Urban Center, Argentina",,,,,,,,,,,,
"Satyamangalam Urban Center, India",,,,,,,,,,,,
"Uteun Geulinggang Urban Center, Indonesia",,,,,,,,,,,,
"Fernandópolis Urban Center, Brazil",,,,,,,,,,,,
"Birma Urban Center, Egypt",,,,,,,,,,,,
"Los Cristianos Urban Center, Spain",,,,,,,,,,,,
"Grand-Bassam Urban Center, Ivory Coast",,,,,,,,,,,,
"Leesburg Urban Center, USA",0.9344477503905477,0.5512188756836153,0.21300873271575757,,,,0.2587169352613249,0.17346345802574656,0.11903848239654359,0.0017730540992759725,-0.05770017806439531,-0.03365062043168901
"Hajiruk Urban Center, Iraq",,,,,,,,,,,,
"Bhander Urban Center, India",,,,,,,,,,,,
"Pulgaon Urban Center, India",,,,,,,,,,,,
"Wan'an Urban Center, China",,,,,,,,,,,,
"Milak Urban Center, India",,,,,,,,,,,,
"Poptún Urban Center, Guatemala",,,,,,,,,,,,
"Bisauli Urban Center, India",,,,,,,,,,,,
"Roosendaal Urban Center, Netherlands",,,,,,,,,,,,
"Hongya Urban Center, China",,,,,,,,,,,,
"Siyana Urban Center, India",,,,,,,,,,,,
"Cawit Urban Center, Philippines",,,,,,,,,,,,
"Majhwalia Urban Center, India",,,,,,,,,,,,
"Ajab Shir Urban Center, Iran",,,,,,,,,,,,
"Shangri-La Urban Center, China",,,,,,,,,,,,
"Konye-Urgench Urban Center, Turkmenistan",,,,,,,,,,,,
"Tumaco Urban Center, Colombia",,,,,,,,,,,,
"Behror Urban Center, India",,,,,,,,,,,,
"Talagante Urban Center, Chile",,,,,,,,,,,,
"Shamakhi Urban Center, Azerbaijan",,,,,,,,,,,,
"Les Abymes Urban Center, France",,,,,,,,,,,,
"General Pico Urban Center, Argentina",,,,,,,,,,,,
"Ngai Giao Urban Center, Vietnam",,,,,,,,,,,,
"Quíbor Urban Center, Venezuela",,,,,,,,,,,,
"DAR ES SALAAM Urban Center, Tanzania",,,,,,,,,,,,
"Deder Urban Center, Ethiopia",,,,,,,,,,,,
"Jing Urban Center, China",,,,,,,,,,,,
"Concepción del Uruguay Urban Center, Argentina",,,,,,,,,,,,
"Bosana Urban Center, Ethiopia",,,,,,,,,,,,
"Belo Jardim Urban Center, Brazil",,,,,,,,,,,,
"Wenchi Urban Center, Ghana",,,,,,,,,,,,
"Konch Urban Center, India",,,,,,,,,,,,
"Fundación Urban Center, Colombia",,,,,,,,,,,,
"Mayahi Urban Center, Niger",,,,,,,,,,,,
"Mutubis Urban Center, Egypt",,,,,,,,,,,,
"Chumphon Urban Center, Thailand",,,,,,,,,,,,
"Chutmalpur Urban Center, India",,,,,,,,,,,,
"Tengréla Urban Center, Ivory Coast",,,,,,,,,,,,
"Ibiza Urban Center, Spain",,,,,,,,,,,,
"Cianorte Urban Center, Brazil",,,,,,,,,,,,
"Tall al Zahirah Urban Center, Egypt",,,,,,,,,,,,
"Pindwara Urban Center, India",,,,,,,,,,,,
"Kangbao Urban Center, China",,,,,,,,,,,,
"Huruta Urban Center, Ethiopia",,,,,,,,,,,,
"Abomsa Urban Center, Ethiopia",,,,,,,,,,,,
"Aiyetoro (Ogun) Urban Center, Nigeria",,,,,,,,,,,,
"Nasirabad Urban Center, Pakistan",,,,,,,,,,,,
"Kg. Karamunting Baru Urban Center, Malaysia",,,,,,,,,,,,
"Georai Urban Center, India",,,,,,,,,,,,
"Mineiros Urban Center, Brazil",,,,,,,,,,,,
"Bharwa Sumerpur Urban Center, India",,,,,,,,,,,,
"Madagali Urban Center, Nigeria",,,,,,,,,,,,
"Lawton Urban Center, USA",0.8883815279942288,0.19333158078379967,0.07928615368218236,,,,0.07520389463350825,0.08587422322838155,0.03225346292190947,-0.014018745010644817,-0.00696499629059355,-0.02341875035976064
"Baqayr al Quddami Urban Center, Sudan",,,,,,,,,,,,
"Rioverde Urban Center, Mexico",,,,,,,,,,,,
"Pacajus Urban Center, Brazil",,,,,,,,,,,,
"Guanyang Urban Center, China",,,,,,,,,,,,
"Unaí Urban Center, Brazil",,,,,,,,,,,,
"Barhaj Urban Center, India",,,,,,,,,,,,
"Chakia Urban Center, India",,,,,,,,,,,,
"Yugorsk Urban Center, Russia",,,,,,,,,,,,
"Quipungo Urban Center, Angola",,,,,,,,,,,,
"Tukurwa Urban Center, Nigeria",,,,,,,,,,,,
"Songadh Urban Center, India",,,,,,,,,,,,
"Bhim Urban Center, India",,,,,,,,,,,,
"Madīnat Yanbu‘ aş Şinā‘īyah Urban Center, Saudi Arabia",,,,,,,,,,,,
"Khushkhera Urban Center, India",,,,,,,,,,,,
"Podstepnovka Urban Center, Russia",,,,,,,,,,,,
"Al Juwaibiyat Urban Center, Yemen",,,,,,,,,,,,
"颜庄镇 Urban Center, China",,,,,,,,,,,,
"Sheohar Urban Center, India",,,,,,,,,,,,
"Kalpakkam Urban Center, India",,,,,,,,,,,,
"Fuladshahr Urban Center, Iran",,,,,,,,,,,,
"Chawinda Urban Center, Pakistan",,,,,,,,,,,,
"Santo Domingo Tehuantepec Urban Center, Mexico",,,,,,,,,,,,
"Nansio Urban Center, Tanzania",,,,,,,,,,,,
"Sathupally Urban Center, India",,,,,,,,,,,,
"Pirassununga Urban Center, Brazil",,,,,,,,,,,,
"Sakoli Urban Center, India",,,,,,,,,,,,
"Tiruvuru Urban Center, India",,,,,,,,,,,,
"Tulqa Urban Center, Algeria",,,,,,,,,,,,
"Huehuetoca Urban Center, Mexico",,,,,,,,,,,,
"Tan Hiep Urban Center, Vietnam",,,,,,,,,,,,
"Bagan Batu Urban Center, Indonesia",,,,,,,,,,,,
"Arrecife Urban Center, Spain",,,,,,,,,,,,
"Yabelo Urban Center, Ethiopia",,,,,,,,,,,,
"Xiangning Urban Center, China",,,,,,,,,,,,
"Palacode Urban Center, India",,,,,,,,,,,,
"Kpam Urban Center, Nigeria",,,,,,,,,,,,
"Cumbum (Tamil Nādu) Urban Center, India",,,,,,,,,,,,
"Al Salamiyah al Hait Urban Center, Egypt",,,,,,,,,,,,
"Las Delicias Urban Center, Mexico",,,,,,,,,,,,
"Dwarka Urban Center, India",,,,,,,,,,,,
