longname,Population [StatCan],PW Density (1km) [StatCan],Area-weighted Density [StatCan],Area,Compactness
"Lacombe Population Center, AB, Canada",12835.0,1059.9813202477194,987.5673632621495,12.996581780105823,0.21622210521275265
"Duck Lake Population Center, BC, Canada",12725.0,498.419975801737,317.8765410625637,40.03126483465634,0.2992086210467111
"Wetaskiwin Population Center, AB, Canada",12438.0,1029.299367436194,1012.1609318193534,12.288559663770826,0.2621416893617615
"Warman Population Center, SK, Canada",12362.0,1445.654687517008,1595.2341027664286,7.749332827427664,0.18559248413988128
"Sydney Mines Population Center, NS, Canada",12353.0,668.4960865821548,629.5169376004917,19.62298273829694,0.08705385216222751
"Thompson Population Center, MB, Canada",12329.0,1328.428034831406,1516.0853098353305,8.132128132907715,0.12249709414866863
"Caledonia Population Center, ON, Canada",12179.0,1122.3826390284319,1269.441373676297,9.593983820402565,0.2555920717722347
"Sainte-Agathe-des-Monts - Val-David Population Center, QC, Canada",12136.0,650.3508467228379,578.7949292002099,20.96770270045344,0.11237378785483712
"Quesnel Population Center, BC, Canada",12110.0,535.6254601665638,411.38673355803184,29.437021206936212,0.11737964178978336
"Grand Falls-Windsor Population Center, NL, Canada",11986.0,920.2588974693352,970.2683373589575,12.35328366235834,0.2482443195289105
"Williams Lake Population Center, BC, Canada",11906.0,694.5939588487398,386.62673527904263,30.794559490064767,0.15087095333741432
"Prince Rupert Population Center, BC, Canada",11814.0,1171.2780499435748,837.113257096264,14.112785695187537,0.1376209817762361
"Uxbridge Population Center, ON, Canada",11794.0,926.342116505998,758.025749113675,15.55883822388644,0.3961208973799008
"Saint-Augustin Population Center, QC, Canada",11769.0,1261.6644406226676,1033.6379126987306,11.385998767471925,0.2360036995011542
"Hawkesbury Population Center, QC-ON, Canada",11755.0,1064.6637085232546,746.0742428902179,15.755804615988742,0.39246730498748883
"Dawson Creek Population Center, BC, Canada",11706.0,876.6684443393228,935.7272212306286,12.510056065917123,0.13236483635882446
"Chatham - Douglastown Population Center, NB, Canada",11594.0,436.65164852314854,315.7722040132364,36.716341250587114,0.0782538504593082
"Sooke Population Center, BC, Canada",11583.0,853.4448931327393,539.9785671433362,21.450851394487508,0.06335374459360255
"Arnprior Population Center, ON, Canada",11305.0,1008.0000115885833,911.660283454403,12.400452454903311,0.12506985181656186
"Sainte-Anne-des-Plaines Population Center, QC, Canada",11269.0,1774.065845262735,2772.116300574847,4.065125261037271,0.24024747656180753
"Lavaltrie Population Center, QC, Canada",11224.0,1295.5353315660882,1085.214963021185,10.342651347851799,0.2002015318607188
"Lachute Population Center, QC, Canada",11221.0,1040.1560313427815,1129.7762743576477,9.932054916253112,0.10068625570362609
"Saint-Amable Population Center, QC, Canada",11199.0,1671.0817666403398,1417.4967102496198,7.900547436210887,0.3322739075128836
"Nelson Population Center, BC, Canada",11198.0,1184.3933372910242,1194.0966674763401,9.377800227569832,0.16324717218427465
"Ladysmith Population Center, BC, Canada",11194.0,666.6059058139191,745.6433037939295,15.012540102007867,0.12790165457906003
"Hauterive Population Center, QC, Canada",11147.0,1030.8557756049413,1279.3955320977686,8.712708244121155,0.18823294602475832
"Elliot Lake Population Center, ON, Canada",10998.0,852.0825129508488,940.7922217012756,11.690147671620666,0.3087368961893945
"Kenora Population Center, ON, Canada",10974.0,662.1492462444418,524.705000012723,20.91460916083114,0.08617212294888163
"Weyburn Population Center, SK, Canada",10883.0,1090.506154385386,1264.7998888492489,8.604523210309312,0.1999955245154413
"Dolbeau Population Center, QC, Canada",10849.0,788.9170137065488,847.6165906924562,12.799419123140291,0.19286479465261322
"Binbrook Population Center, ON, Canada",10791.0,2056.2881182637243,1683.9473255571063,6.408157687729321,0.580014055276489
"Elmira Population Center, ON, Canada",10790.0,1521.165923004017,1316.7310432860145,8.194536048206652,0.4147556235305882
"Sainte-Marie Population Center, QC, Canada",10716.0,1061.871413553781,956.1318478299888,11.207659303809141,0.21373494596537798
"Estevan Population Center, SK, Canada",10629.0,1030.1847759254617,1118.5591444054267,9.502403206090525,0.29687260977022667
"Martensville Population Center, SK, Canada",10499.0,1298.2560216678696,1844.7112931068398,5.6914055002708395,0.3505717539653191
"Morinville Population Center, AB, Canada",10385.0,1179.8963430097583,922.3806871405386,11.258908761624676,0.7449408943450819
"Matane Population Center, QC, Canada",10371.0,1137.9346090328208,503.16187708932614,20.61165694824459,0.2492499803016128
"Wallaceburg Population Center, ON, Canada",10323.0,1016.6376515609113,1108.3838282234826,9.313560643108355,0.43595709242683434
"Blackfalds Population Center, AB, Canada",10315.0,1225.89428964474,1121.4735397009501,9.197720351699584,0.3702265728914741
"Castlegar Population Center, BC, Canada",10029.0,483.95826843257663,462.5723425207272,21.680933073837235,0.10369617722060037
"Marieville Population Center, QC, Canada",10015.0,1148.803263223127,1485.5195677294973,6.741748959461476,0.1710492572124926
"Whistler Population Center, BC, Canada",9974.0,539.6101910711743,827.7698750374769,12.049242550109028,0.08167939130047262
"Gander Population Center, NL, Canada",9918.0,1135.2306417984746,726.8015783030811,13.646090344432533,0.16502741435139548
"Bracebridge Population Center, ON, Canada",9884.0,690.7476857764308,717.7863688558243,13.770113823358654,0.2582730673837716
"Summerland Population Center, BC, Canada",9860.0,676.5359289438788,571.2015497111938,17.26185792910634,0.1826325588520284
"Selkirk Population Center, MB, Canada",9761.0,1206.7175070273602,1571.4882203687916,6.211309683065471,0.11979324623080453
"Port Elgin Population Center, ON, Canada",9619.0,1107.9926024555018,1196.3209828672755,8.040484232706273,0.3707017452787753
"Tottenham Population Center, ON, Canada",9609.0,1340.1825088256076,958.6559223803812,10.023408582445793,0.6201462619086988
"Gibsons Population Center, BC, Canada",9603.0,646.063330273836,583.7367949231744,16.45090746980212,0.14422329430157918
"Port Perry Population Center, ON, Canada",9553.0,971.1941841656775,796.9966035174403,11.986249323822815,0.32189473955703624
"Amherst Population Center, NS, Canada",9548.0,1041.5877248204754,770.2486158440571,12.395997608560542,0.31972017835090955
"Listowel Population Center, ON, Canada",9539.0,1186.2029970629392,1413.5218498708155,6.7483923229568665,0.4636722728052654
"Crystal Beach Population Center, ON, Canada",9531.0,750.8109976821016,433.73167618451015,21.974415343244374,0.1585426164220792
"Smiths Falls Population Center, ON, Canada",9517.0,1280.1929283747625,1343.7818435546956,7.082250772807552,0.29053822531466433
"Sechelt Population Center, BC, Canada",9434.0,517.5925917326089,534.3716436824694,17.65437988997374,0.06839277960965834
"Acton Population Center, ON, Canada",9377.0,1094.8025992459359,1157.840200412816,8.098699627683272,0.22099478174951692
"Kincardine Population Center, ON, Canada",9343.0,707.7075380130416,689.5158778372412,13.550086807725979,0.19129835451072283
"Amos Population Center, QC, Canada",9281.0,901.9722016794975,1059.7116269299167,8.758043003536653,0.1588775811975511
"Whitecourt Population Center, AB, Canada",9195.0,904.1798465541301,871.1480129880031,10.555037562975683,0.12956729397761224
"Hinton Population Center, AB, Canada",9191.0,745.1507679585669,704.1928476145494,13.05182242497134,0.12712124012974893
"Morden Population Center, MB, Canada",9103.0,1061.4880103840112,1066.4402872042745,8.53587407492262,0.2606039879537081
"Baie-Comeau Population Center, QC, Canada",9100.0,706.0872322208146,798.113668062012,11.401884674017317,0.15338083274277547
"Labrador City Population Center, NL, Canada",9011.0,924.507485256573,565.9433837118083,15.922087366584734,0.14628964981345743
