longname,High school diploma [25-64] %,Bachelor's degree [25-64] %,Graduate degree [25-64] %
"Thunder Bay CMA, ON, Canada",0.896496560550312,0.2547592385218366,0.06007038873780187
"Nanaimo CMA, BC, Canada",0.9107225154365992,0.2641431781441693,0.07185229075253738
"Kamloops CMA, BC, Canada",0.9268042119681533,0.23645235853094793,0.05367691122335422
"Chilliwack CMA, BC, Canada",0.889230213227322,0.17482833393567032,0.0359595229490423
"Belleville - Quinte West CMA, ON, Canada",0.8948683623382419,0.15992860330209738,0.0276662204373048
"Fredericton CMA, NB, Canada",0.9412806660171819,0.37862013993446075,0.11026481268266772
"Chatham-Kent CMA, ON, Canada",0.8545272636318157,0.14107053526763397,0.01780890445222609
"Drummondville CMA, QC, Canada",0.8404606910365546,0.15453179769654482,0.027641462193289983
"Red Deer CMA, AB, Canada",0.8915286322763842,0.2088026502602935,0.03454803596781827
"Cape Breton CMA, NS, Canada",0.8889580093312597,0.2039398652151372,0.0369103162260239
"Sarnia CMA, ON, Canada",0.9310201104511826,0.1898509951026361,0.035010940919037156
"Granby CMA, QC, Canada",0.8519711271515824,0.1861188228761801,0.04297612437534701
"Prince George CMA, BC, Canada",0.8865098618289209,0.20778398903069256,0.05189326020461964
"Kawartha Lakes CMA, ON, Canada",0.8874687047041772,0.14468309395177206,0.020160758993279744
"Charlottetown CMA, PE, Canada",0.9435668789808918,0.3582165605095543,0.0989808917197453
"Sault Ste. Marie CMA, ON, Canada",0.9170738148686122,0.2322725472071836,0.03895417932127291
"Medicine Hat CMA, AB, Canada",0.8774471417384497,0.16823283737927375,0.030279300443748283
"Wood Buffalo CMA, AB, Canada",0.9243932446035119,0.21261603847444369,0.042948216083212164
"North Bay CMA, ON, Canada",0.8976929414995879,0.20708596539412263,0.03625377643504533
"Vernon CMA, BC, Canada",0.9080316917818861,0.20459841541090582,0.05002330278079855
"Norfolk CMA, ON, Canada",0.8563138689640484,0.12951065528613528,0.01655588698651925
"Grande Prairie CMA, AB, Canada",0.8700533258490036,0.18130788661240513,0.02189166432781361
"Courtenay CMA, BC, Canada",0.9159094663803073,0.2502891128366098,0.06823062943994716
"Cornwall CMA, ON, Canada",0.8557498811241144,0.1272323085596656,0.022246342936364783
"Saint-Hyacinthe CMA, QC, Canada",0.8310225303292894,0.17088388214904657,0.039688041594454056
"Brandon CMA, MB, Canada",0.8896056026538889,0.24917065978621403,0.05252488020641363
"Rimouski CMA, QC, Canada",0.9080101262819306,0.27869880771590894,0.0730034474842376
"Victoriaville CMA, QC, Canada",0.8468743636733864,0.17063734473630648,0.031969049073508504
"Joliette CMA, QC, Canada",0.8237696548907494,0.16499897896671425,0.034510925056156806
"Shawinigan CMA, QC, Canada",0.8373760809955705,0.1366800253111159,0.024256485973423312
"Duncan CMA, BC, Canada",0.8736117281208351,0.18947134606841406,0.04353620613060857
"Penticton CMA, BC, Canada",0.8980710214818062,0.19750109601052163,0.046470846120122714
"Woodstock CMA, ON, Canada",0.8774530271398746,0.1774530271398747,0.03549060542797496
"Truro CMA, NS, Canada",0.8788536691272253,0.2092922275293097,0.0536257056013895
"Prince Albert CMA, SK, Canada",0.877443967572723,0.18764902241297077,0.03290414878397713
"Salaberry-de-Valleyfield CMA, QC, Canada",0.7990036301325655,0.10133836653318784,0.01526271331525595
"Rouyn-Noranda CMA, QC, Canada",0.8482979209504226,0.1967100753941057,0.042723326479323774
"Sorel-Tracy CMA, QC, Canada",0.8367654445002511,0.1263184329482673,0.020090406830738334
"Timmins CMA, ON, Canada",0.8588478310764289,0.14482442047280236,0.02478769795731008
"Campbell River CMA, BC, Canada",0.8979489744872435,0.16608304152076026,0.03976988494247118
"Moose Jaw CMA, SK, Canada",0.8949665405877217,0.18504509746872289,0.03433226651149265
"Saint-Georges CMA, QC, Canada",0.8564385150812064,0.16096287703016243,0.02262180974477956
"New Glasgow CMA, NS, Canada",0.8845925044616297,0.1751933372992266,0.03212373587150508
"Val-d'Or CMA, QC, Canada",0.8089153889835319,0.17064168086314585,0.02668938103350367
"Orillia CMA, ON, Canada",0.8753071253071254,0.18857493857493854,0.031019656019656002
"Stratford CMA, ON, Canada",0.9038176975436519,0.24948209529446594,0.05889316365788696
"Owen Sound CMA, ON, Canada",0.8771483131763209,0.18173138128580524,0.03532781667727563
"Winkler CMA, MB, Canada",0.7618577075098817,0.15810276679841903,0.02964426877470353
"Whitehorse CMA, YT, Canada",0.9285125103106955,0.3604619191641462,0.11437998350288694
"Brockville CMA, ON, Canada",0.8858552631578949,0.17203947368421052,0.039802631578947346
"Bathurst CMA, NB, Canada",0.8616816431322207,0.14794608472400508,0.019255455712451852
"Centre Wellington CMA, ON, Canada",0.9127450980392158,0.2575163398692811,0.057189542483660205
"Parksville CMA, BC, Canada",0.924956369982548,0.20244328097731212,0.04624781849912739
"Okotoks CMA, AB, Canada",0.9488279960382964,0.26675470452294475,0.05051172003961701
"Alma CMA, QC, Canada",0.86468200270636,0.14884979702300408,0.026048714479025705
"Rivière-du-Loup CMA, QC, Canada",0.878573950925687,0.18874420219463506,0.0446500866178151
"Corner Brook CMA, NL, Canada",0.906439949600947,0.2095622943914716,0.0533747031611971
"Fort St. John CMA, BC, Canada",0.8599185208398621,0.1739266687558758,0.028517706048260736
"Thetford Mines CMA, QC, Canada",0.8531635495423798,0.1273378432152806,0.017508953442101065
"Midland CMA, ON, Canada",0.8917995444191342,0.15793470007593008,0.026575550493545926
"Sept-Îles CMA, QC, Canada",0.8154259054881108,0.1443513594863049,0.019238487007123505
"Miramichi CMA, NB, Canada",0.9130917159763314,0.17196745562130167,0.028106508875739664
"Cranbrook CMA, BC, Canada",0.9142965491088358,0.1630640879787636,0.03602578687902917
"Kentville CMA, NS, Canada",0.8927525622254758,0.2507320644216692,0.0625915080527086
"Baie-Comeau CMA, QC, Canada",0.8512771764128669,0.1430805556407347,0.01987059581122935
"Port Alberni CMA, BC, Canada",0.8368483883804216,0.12176681257461192,0.024671707122960608
"Wasaga Beach CMA, ON, Canada",0.8750559785042543,0.1428571428571429,0.0201522615315719
"Collingwood CMA, ON, Canada",0.9132124352331605,0.2793609671848015,0.047927461139896335
"Squamish CMA, BC, Canada",0.9539406345957011,0.40054588877516223,0.10098942340498128
"Pembroke CMA, ON, Canada",0.8931750741839763,0.14200932598558708,0.031793132683340386
"Williams Lake CMA, BC, Canada",0.85069008782936,0.13299874529485578,0.03094939355918029
"Quesnel CMA, BC, Canada",0.8272921108742004,0.11172707889125806,0.017484008528784647
"Essa CMA, ON, Canada",0.8993418505613627,0.17111885404568336,0.033294618660472335
"Edmundston CMA, NB, Canada",0.8828161185734136,0.1885132005558129,0.035664659564613246
"Cobourg CMA, ON, Canada",0.9146681539319577,0.21751254880089244,0.04015616285554938
"Yellowknife CMA, NT, Canada",0.9092844974446337,0.3658432708688246,0.10349233390119253
"Sainte-Agathe-des-Monts CMA, QC, Canada",0.8556067588325652,0.2119815668202766,0.054787506400409615
"Yorkton CMA, SK, Canada",0.8941605839416058,0.19186652763295065,0.03180396246089682
"Lloydminster (Alberta part / partie de l'Alberta) CMA, AB, Canada",0.9078882900538952,0.19353258206761398,0.032337089661930433
"Salmon Arm CMA, BC, Canada",0.9113636363636364,0.21136363636363636,0.0460227272727273
"Terrace CMA, BC, Canada",0.8823811809889582,0.19491118578972622,0.048007681228996624
"North Battleford CMA, SK, Canada",0.8869179600886916,0.20676274944567644,0.036031042128603134
"Nelson CMA, BC, Canada",0.9548133595284871,0.34282907662082507,0.08939096267190572
"Amos CMA, QC, Canada",0.8238482384823849,0.14905149051490518,0.02818428184281844
"Camrose CMA, AB, Canada",0.8842645381984036,0.1972633979475484,0.043899657924743436
"Swift Current CMA, SK, Canada",0.9070282235749862,0.20641947980077488,0.03431101272827892
"Tillsonburg CMA, ON, Canada",0.8469208211143695,0.13313782991202344,0.021114369501466286
"Matane CMA, QC, Canada",0.8149855907780981,0.1365994236311239,0.019596541786743502
"Petawawa CMA, ON, Canada",0.9372427983539096,0.1970164609053498,0.046810699588477375
"Summerside CMA, PE, Canada",0.8992558672009158,0.19347452776187735,0.04636519748139664
"Dawson Creek CMA, BC, Canada",0.8429263044647659,0.12587412587412583,0.02044109736417428
"Powell River CMA, BC, Canada",0.8913699456849727,0.15811707905853956,0.03621001810500907
"Steinbach CMA, MB, Canada",0.8474374255065555,0.22646007151370676,0.0435041716328963
"Port Hope CMA, ON, Canada",0.9204678362573098,0.19649122807017544,0.03333333333333331
"Lloydminster (Saskatchewan part / partie de la Saskatchewan) CMA, SK, Canada",0.8664804469273742,0.15530726256983232,0.020111731843575398
"Sylvan Lake CMA, AB, Canada",0.8857782754759239,0.14333706606942886,0.01679731243001121
"Canmore CMA, AB, Canada",0.9670563230605738,0.46014877789585545,0.12274176408076515
"Ladysmith CMA, BC, Canada",0.8965782930280316,0.192953718709412,0.040823943323209315
"Dolbeau-Mistassini CMA, QC, Canada",0.8267882187938289,0.11781206171107993,0.007012622720897617
"Cowansville CMA, QC, Canada",0.8361623616236162,0.13800738007380067,0.025830258302583023
"Kenora CMA, ON, Canada",0.8987749838813668,0.2127659574468086,0.029658284977433905
"Brooks CMA, AB, Canada",0.7691811734364925,0.13926499032882014,0.02063185041908447
"Strathmore CMA, AB, Canada",0.8956461644782309,0.17968210089841055,0.02902557014512785
"High River CMA, AB, Canada",0.9056179775280899,0.17902621722846443,0.02397003745318351
"Trail CMA, BC, Canada",0.9162526614620297,0.14975159687721795,0.025550035486160427
"Lachute CMA, QC, Canada",0.7596153846153846,0.08727810650887578,0.012573964497041424
"Grand Falls-Windsor CMA, NL, Canada",0.878066378066378,0.16955266955266948,0.0468975468975469
"Ingersoll CMA, ON, Canada",0.8847481021394066,0.14009661835748788,0.015873015873015872
"Prince Rupert CMA, BC, Canada",0.813871196036801,0.1656050955414013,0.0396319886765747
"Gander CMA, NL, Canada",0.9038322487346349,0.1771511207519884,0.05350686912509037
"Lacombe CMA, AB, Canada",0.9060092449922958,0.2349768875192603,0.051617873651771944
"Portage la Prairie CMA, MB, Canada",0.8614649681528663,0.1878980891719746,0.022292993630573257
"Sainte-Marie CMA, QC, Canada",0.9125000000000001,0.20859375000000002,0.04140625000000001
"Thompson CMA, MB, Canada",0.8144796380090498,0.22021116138763203,0.03092006033182505
"Estevan CMA, SK, Canada",0.8748137108792848,0.14754098360655724,0.0119225037257824
"Wetaskiwin CMA, AB, Canada",0.8129738837405224,0.13647851727042967,0.009267059814658803
"Weyburn CMA, SK, Canada",0.908783783783784,0.19510135135135126,0.02364864864864865
"Campbellton (New Brunswick part / partie du Nouveau-Brunswick) CMA, NB, Canada",0.8291630716134599,0.15444348576358924,0.02761000862812769
"Elliot Lake CMA, ON, Canada",0.8122448979591839,0.11530612244897963,0.017346938775510214
"Hawkesbury (Ontario part / partie de l'Ontario) CMA, ON, Canada",0.779535864978903,0.08016877637130798,0.020042194092826992
"Hawkesbury (partie du Québec / Quebec part) CMA, QC, Canada",0.8430232558139535,0.11046511627906976,0.03488372093023255
"Campbellton (partie du Québec / Quebec part) CMA, QC, Canada",0.7426470588235294,0.09558823529411763,0.0
