longname,Housing Units per Adult,Vacancy %,Rent/Income < 20%,Rent/Income 20%-40%,Rent/Income > 40%,1BR Rent < $750 %,1BR Rent $750 - $1500 %,1BR Rent > $1500 %,2BR Rent < $750 %,2BR Rent $750 - $1500 %,2BR Rent > $1500 %,% units built pre-1970,% units built in 1970s,% units built in 1980s,% units built in 1990s,% units built in 2000s,% units built in 2010s+,Renter %
"Historical Congressional District FL-2, 44th-47th Congress, USA",0.5422173731827727,0.11053004135922223,0.18246579345412806,0.404594500326528,0.41293970621934406,0.15813868322793012,0.6335481969054472,0.2083131198666228,0.07440775425969035,0.5383167858758643,0.3872754598644454,0.21329545525211702,0.1717633228453078,0.1999112361150483,0.16182791750198314,0.17291752091544574,0.08028454737009803,0.3605442815806148
"Historical Congressional District FL-2, 58th-62nd Congress, USA",0.5408748595645292,0.11023736152649496,0.18113719881923507,0.40372156774834694,0.41514123343241793,0.15362350384390705,0.635731345597168,0.2106451505589249,0.06915382091299585,0.5347190169697558,0.39612716211724824,0.2163161949299267,0.17290608179064437,0.19927477997982723,0.16078864593396344,0.16985717458496197,0.08085712278067624,0.36564037480062406
"Historical Congressional District FL-2, 63rd Congress, USA",0.5408748595645292,0.11023736152649496,0.18113719881923507,0.40372156774834694,0.41514123343241793,0.15362350384390705,0.635731345597168,0.2106451505589249,0.06915382091299585,0.5347190169697558,0.39612716211724824,0.2163161949299267,0.17290608179064437,0.19927477997982723,0.16078864593396344,0.16985717458496197,0.08085712278067624,0.36564037480062406
"Historical Congressional District CA-6, 53rd-57th Congress, USA",0.4531804554773992,0.052624202627576194,0.200526292584455,0.3957091895624199,0.4037645178531251,0.1025280647733292,0.4543038002214874,0.4431681350051834,0.04061432853691198,0.2766074459687051,0.6827782254943828,0.5491164137953896,0.15149251259164617,0.1271613156926059,0.0725145978184205,0.06255004375782254,0.03716511634411535,0.5143184754906422
"Historical Congressional District FL-4, 64th-68th Congress, USA",0.542902775997723,0.11271673033127633,0.17845900096535544,0.4053788110847343,0.41616218794991017,0.14916858416790854,0.6340413486433538,0.21679006718873758,0.0628179461511351,0.5268075883108553,0.41037446553800966,0.21884298572567717,0.17403494577467912,0.20051594315522253,0.15888853838646239,0.16779959716846557,0.07991798978949316,0.3668585328666646
"Historical Congressional District FL-4, 69th-72nd Congress, USA",0.542902775997723,0.11271673033127633,0.17845900096535544,0.4053788110847343,0.41616218794991017,0.14916858416790854,0.6340413486433538,0.21679006718873758,0.0628179461511351,0.5268075883108553,0.41037446553800966,0.21884298572567717,0.17403494577467912,0.20051594315522253,0.15888853838646239,0.16779959716846557,0.07991798978949316,0.3668585328666646
"Historical Congressional District FL-4, 73rd-74th Congress, USA",0.542902775997723,0.11271673033127633,0.17845900096535544,0.4053788110847343,0.41616218794991017,0.14916858416790854,0.6340413486433538,0.21679006718873758,0.0628179461511351,0.5268075883108553,0.41037446553800966,0.21884298572567717,0.17403494577467912,0.20051594315522253,0.15888853838646239,0.16779959716846557,0.07991798978949316,0.3668585328666646
"Historical Congressional District CA-11, 63rd-72nd Congress, USA",0.45966112676894755,0.07152657077258598,0.19377997577370726,0.41130583912788654,0.3949141850984062,0.11665276885337433,0.38951957298675033,0.4938276581598752,0.04688579953132099,0.27779531872764546,0.6753188817410335,0.28638101542501326,0.19680489675591312,0.18535941669328831,0.12937562845885026,0.14116858753260048,0.06091045513433459,0.41005266609834856
"Historical Congressional District IL-3, 23rd-27th Congress, USA",0.5358917925125557,0.07397150427006995,0.2799213569462017,0.39727214760007534,0.322806495453723,0.2851306804563708,0.5116717717759872,0.20319754776764198,0.14772147614826195,0.5898522439153676,0.26242627993637047,0.5157447527515212,0.14402608346352136,0.08863357166014564,0.10912986673067991,0.10821800798961913,0.03424771740451268,0.34146954053812845
"Historical Congressional District CA-7, 58th-62nd Congress, USA",0.4512016080325235,0.047643738062611435,0.20095330589707647,0.39294676195136546,0.4060999321515581,0.09987743245801724,0.4623281359105906,0.43779443163139214,0.0390170319915913,0.2788727456118973,0.6821102223965115,0.5884745830319937,0.1388068937497688,0.11797433941900827,0.0645221834722412,0.05399287642464473,0.036229123902343105,0.5375064094198794
"Historical Congressional District TX-2, 41st-42nd Congress, USA",0.5287089078675486,0.07962630658685692,0.26391440445952186,0.42448768670197234,0.31159790883850585,0.15574700959731108,0.718859909701512,0.12539308070117697,0.1148048210815815,0.6220859779665783,0.26310920095184015,0.24956657208930372,0.1403511847924731,0.16450513151491758,0.14495626272870699,0.17149637859024816,0.12912447028435048,0.387108088052192
"Historical Congressional District TX-2, 43rd Congress, USA",0.5287089078675486,0.07962630658685692,0.26391440445952186,0.42448768670197234,0.31159790883850585,0.15574700959731108,0.718859909701512,0.12539308070117697,0.1148048210815815,0.6220859779665783,0.26310920095184015,0.24956657208930372,0.1403511847924731,0.16450513151491758,0.14495626272870699,0.17149637859024816,0.12912447028435048,0.387108088052192
"Historical Congressional District TX-4, 41st-42nd Congress, USA",0.5299953705176573,0.10377641636312547,0.2593454761520369,0.41773517052965703,0.3229193533183061,0.25566348094105096,0.6440690134351349,0.10026750562381413,0.1921973281736011,0.6175153871588741,0.19028728466752468,0.2098486725469944,0.13053120738348434,0.15215008419919832,0.15265564316280203,0.1927892064659991,0.16202518624152185,0.36905169776508484
"Historical Congressional District TX-4, 43rd Congress, USA",0.5299953705176573,0.10377641636312547,0.2593454761520369,0.41773517052965703,0.3229193533183061,0.25566348094105096,0.6440690134351349,0.10026750562381413,0.1921973281736011,0.6175153871588741,0.19028728466752468,0.2098486725469944,0.13053120738348434,0.15215008419919832,0.15265564316280203,0.1927892064659991,0.16202518624152185,0.36905169776508484
"Historical Congressional District IL-4, 28th-32nd Congress, USA",0.5270584184681076,0.06940271170919081,0.27411555878972405,0.3999139953097642,0.32597044590051183,0.22442302003716225,0.5549670481982049,0.22060993176463295,0.11208437033369426,0.5967541281830621,0.29116150148324366,0.5056479745273301,0.1404499897378569,0.09190060314972287,0.11162745718223147,0.11351339885206842,0.036860576550790294,0.3540604971944007
"Historical Congressional District TX-3, 47th Congress, USA",0.5265994644920158,0.07776065158840899,0.26193030351440816,0.42700418218972147,0.3110655142958704,0.14251246806348825,0.7295554860209054,0.12793204591560633,0.10283793246590212,0.6227161744026046,0.27444589313149337,0.2494094775469017,0.13748755920812292,0.1639459756530689,0.14414748757918217,0.1736558289657829,0.13135367104694137,0.3904556395527309
"Historical Congressional District TX-3, 44th-46th Congress, USA",0.5266455659105562,0.07744583105200452,0.2615358518880733,0.42720034533868817,0.31126380277323845,0.1415752584714088,0.730281373205865,0.12814336832272616,0.10254114961911374,0.6220655724348471,0.2753932779460392,0.24812528447051257,0.137413704006657,0.16425638947494484,0.14448584639989814,0.17410190868241976,0.1316168669655676,0.3906458315184956
"Historical Congressional District NY-1, 13th-16th Congress, USA",0.4740844021582148,0.06594476420403549,0.24808894691266728,0.3821099263589866,0.3698011267283461,0.1411405415204992,0.3377878640596516,0.5210715944198493,0.10488218253568414,0.2708039492943208,0.6243138681699951,0.7224072019454907,0.08497862808586214,0.056415298347270215,0.045849164225763114,0.053040876774289675,0.03730883062132425,0.46439511812042267
"Historical Congressional District NY-1, 17th Congress, USA",0.4740844021582148,0.06594476420403549,0.248088946912668,0.3821099263589852,0.3698011267283468,0.14114054152049882,0.33778786405965183,0.5210715944198493,0.1048821825356842,0.2708039492943216,0.6243138681699942,0.7224072019454889,0.08497862808586278,0.05641529834727046,0.04584916422576343,0.05304087677429003,0.03730883062132461,0.4643951181204239
"Historical Congressional District NY-1, 1st-2nd Congress, USA",0.4729421912621987,0.065463668923988,0.24622834422622397,0.38233583126666576,0.3714358245071102,0.14240827118029126,0.34288344108971464,0.5147082877299941,0.10535895906086011,0.2720184684184901,0.6226225725206498,0.7245656203506249,0.08468235868260734,0.055462978220807514,0.04570852235045214,0.0525193621814135,0.03706115821409466,0.4625820465987169
"Historical Congressional District NY-1, 6th-7th Congress, USA",0.4729421912621987,0.065463668923988,0.24622834422622397,0.38233583126666576,0.3714358245071102,0.14240827118029126,0.34288344108971464,0.5147082877299941,0.10535895906086011,0.2720184684184901,0.6226225725206498,0.7245656203506249,0.08468235868260734,0.055462978220807514,0.04570852235045214,0.0525193621814135,0.03706115821409466,0.4625820465987169
"Historical Congressional District FL-1, 44th-47th Congress, USA",0.6070485634783538,0.16675444505196713,0.21148221491368918,0.42120299216464474,0.367314792921666,0.23856335578836949,0.6270126265821081,0.13442401762952225,0.12170214641757429,0.6590924231009505,0.21920543048147526,0.17113822253228117,0.16891158374378953,0.19700604914587908,0.16715762323136665,0.19978862769382982,0.09599789365285379,0.29960679138057406
"Historical Congressional District FL-1, 48th-57th Congress, USA",0.6081242213155111,0.16834961128291598,0.21131200230965144,0.4213861610193133,0.3673018366710351,0.2380262190413167,0.6272097807362792,0.13476400022240415,0.12038676982174483,0.66128622613593,0.2183270040423252,0.17538059132059694,0.1732597152202517,0.20089267424744325,0.1658378906831513,0.19420011199966283,0.09042901652889394,0.3048649651661734
"Historical Congressional District NY-1, 11th-12th Congress, USA",0.47301497978050083,0.06597127442239197,0.2448260813427683,0.3839464994069638,0.37122741925026786,0.13778398586777507,0.33660773685931966,0.5256082772729053,0.1034404240329778,0.27122047715075187,0.6253390988162703,0.7412807956432353,0.07991408694319307,0.04934339947816827,0.04187056710229615,0.04999665024450008,0.037594500588607124,0.4717959623950835
"Historical Congressional District NY-2, 3rd-5th Congress, USA",0.47301497978050083,0.06597127442239197,0.2448260813427688,0.3839464994069622,0.37122741925026914,0.13778398586777474,0.3366077368593198,0.5256082772729055,0.10344042403297785,0.2712204771507531,0.625339098816269,0.7412807956432356,0.07991408694319319,0.04934339947816805,0.04187056710229602,0.04999665024449982,0.037594500588607194,0.4717959623950836
"Historical Congressional District TX-3, 41st-42nd Congress, USA",0.5223819764805577,0.09119055804785363,0.24848377639563662,0.4053075783356771,0.3462086452686863,0.17430091249716567,0.7143633360468776,0.11133575145595671,0.09872382669702127,0.6817746639495101,0.21950150935346865,0.1970492397770962,0.15802754682184567,0.1551934496975456,0.13975462296854765,0.19555203412124894,0.154423106613716,0.389934261813001
"Historical Congressional District TX-3, 43rd Congress, USA",0.5223819764805577,0.09119055804785363,0.24848377639563662,0.4053075783356771,0.3462086452686863,0.17430091249716567,0.7143633360468776,0.11133575145595671,0.09872382669702127,0.6817746639495101,0.21950150935346865,0.1970492397770962,0.15802754682184567,0.1551934496975456,0.13975462296854765,0.19555203412124894,0.154423106613716,0.389934261813001
"Historical Congressional District CA-19, 73rd-77th Congress, USA",0.453522574854611,0.07529844232527297,0.195187085477395,0.40836350456071996,0.3964494099618851,0.1274822784558854,0.3799973828890655,0.4925203386550491,0.04933991190957825,0.3133083417178892,0.6373517463725327,0.28146284088857054,0.18573619443230174,0.18579427614536242,0.1315833978777706,0.15061765224161638,0.06480563841437818,0.3872679962788478
"Historical Congressional District NY-1, 33rd Congress, USA",0.46502581576964486,0.06458826962604272,0.23590331713900714,0.3792097597708128,0.3848869230901801,0.1411149776990613,0.36706864199471995,0.49181638030621877,0.09381788059402463,0.2752651708418681,0.6309169485641073,0.7233739814978785,0.09036318277031948,0.05896166216354431,0.04762200394503927,0.04942225419167701,0.030256915431541416,0.4265842404739134
"Historical Congressional District NY-1, 34th-37th Congress, USA",0.46502581576964486,0.06458826962604272,0.23590331713900714,0.3792097597708128,0.3848869230901801,0.1411149776990613,0.36706864199471995,0.49181638030621877,0.09381788059402463,0.2752651708418681,0.6309169485641073,0.7233739814978785,0.09036318277031948,0.05896166216354431,0.04762200394503927,0.04942225419167701,0.030256915431541416,0.4265842404739134
"Historical Congressional District TX-1, 32nd-36th Congress, USA",0.5364728949056776,0.09133095414511828,0.27112632683299237,0.42220989986566976,0.3066637733013378,0.16524250451924707,0.6977958880465187,0.13696160743423436,0.13211876440670373,0.5927923723252863,0.27508886326800996,0.23666194001287286,0.1476740253662757,0.1625189325987001,0.15171288731348886,0.16932991884779058,0.13210229586087185,0.3766366930946285
"Historical Congressional District TX-4, 44th-46th Congress, USA",0.5184331805466099,0.0853590387414006,0.24531377850823266,0.4093402307465361,0.34534599074523115,0.18321642433412358,0.7052869149479342,0.11149666071794223,0.1025944318540108,0.6872392356718419,0.2101663324741475,0.19038362404949813,0.16051453720986866,0.15541800929357866,0.13970114352393095,0.1966032396747727,0.15737944624835093,0.4058504078317321
"Historical Congressional District TX-4, 47th Congress, USA",0.5184331805466099,0.0853590387414006,0.24531377850823266,0.4093402307465361,0.34534599074523115,0.18321642433412358,0.7052869149479342,0.11149666071794223,0.1025944318540108,0.6872392356718419,0.2101663324741475,0.19038362404949813,0.16051453720986866,0.15541800929357866,0.13970114352393095,0.1966032396747727,0.15737944624835093,0.4058504078317321
"Historical Congressional District FL-1, 58th-62nd Congress, USA",0.6058204540247579,0.16083433769291763,0.20808904035966502,0.42414768749099024,0.36776327214934473,0.23854624106161532,0.61492207166627,0.1465316872721147,0.11375148006473913,0.6515808419571957,0.23466767797806512,0.1662256556119822,0.17153920637144818,0.19997351328633975,0.16397507381390045,0.2030130123296948,0.09527353858663457,0.2886075435704582
"Historical Congressional District FL-1, 63rd Congress, USA",0.6058204540247579,0.16083433769291763,0.20808904035966502,0.42414768749099024,0.36776327214934473,0.23854624106161532,0.61492207166627,0.1465316872721147,0.11375148006473913,0.6515808419571957,0.23466767797806512,0.1662256556119822,0.17153920637144818,0.19997351328633975,0.16397507381390045,0.2030130123296948,0.09527353858663457,0.2886075435704582
"Historical Congressional District FL-4, 75th-77th Congress, USA",0.5524826360675619,0.1353344053729556,0.15933698438631214,0.3978057460624509,0.442857269551237,0.13948247051095017,0.5824282231026024,0.2780893063864473,0.048535609367925094,0.45665222787039683,0.494812162761678,0.23417544653858394,0.19849461615416064,0.2004126685322448,0.15527852552452973,0.14514975243287398,0.066488990817607,0.3753850164750983
"Historical Congressional District FL-4, 78th Congress, USA",0.5524826360675619,0.1353344053729556,0.15933698438631214,0.3978057460624509,0.442857269551237,0.13948247051095017,0.5824282231026024,0.2780893063864473,0.048535609367925094,0.45665222787039683,0.494812162761678,0.23417544653858394,0.19849461615416064,0.2004126685322448,0.15527852552452973,0.14514975243287398,0.066488990817607,0.3753850164750983
"Historical Congressional District IL-2, 33rd-37th Congress, USA",0.5348073077237179,0.07256912151518717,0.27407974429981696,0.39965075950083806,0.32626949619934503,0.2040038236076069,0.5559941272493535,0.24000204914303958,0.10618805195840121,0.5810156173747243,0.3127963306668745,0.5709042855938629,0.1387098966505773,0.08584339130903765,0.08546106814978595,0.0858241177264641,0.03325724057027182,0.38874595815085944
"Historical Congressional District TX-6, 44th-46th Congress, USA",0.5229784145355035,0.11141388345959416,0.2558009852344146,0.40909201539503454,0.33510699937055083,0.34065761289189295,0.6206181296460457,0.0387242574620613,0.24036339843333057,0.6607757822409833,0.09886081932568618,0.2345297581959773,0.13337289260521884,0.15142461234839105,0.14895874519652397,0.18458864169940584,0.14712534995448318,0.3546632527122269
"Historical Congressional District TX-6, 47th Congress, USA",0.5230212970148407,0.11116250986402537,0.25514358453226543,0.40931884846220007,0.33553756700553455,0.3397672528648388,0.6215468151924074,0.03868593194275384,0.24062910368172832,0.6600036422129902,0.09936725410528148,0.23271075069942235,0.13325122393600594,0.15177994597076028,0.14944267858236993,0.18525066269193724,0.14756473811950438,0.3547421888372501
"Historical Congressional District CA-9, 63rd-72nd Congress, USA",0.42554606830277786,0.038099768910169106,0.18789935027337612,0.3994367517706811,0.4126638979559428,0.10797234896104013,0.5135094516667591,0.37851819937220077,0.03685210064713072,0.30030225434560764,0.6628456450072617,0.5729048507901197,0.1389846634557137,0.12961103177395605,0.06905450402862087,0.05671488045347194,0.03273006949811789,0.4862852064573543
"Historical Congressional District FL-1, 64th-68th Congress, USA",0.6054953656521128,0.1599341370887446,0.20660526848460778,0.42448505951058746,0.3689096720048048,0.23474031197951473,0.6230133500305091,0.1422463379899763,0.10559892736241724,0.6572807354301653,0.23712033720741746,0.16688004462359612,0.1725224515710159,0.19857493771152607,0.16184325107987577,0.2020127464470345,0.09816656856695162,0.29122111017787444
"Historical Congressional District FL-1, 69th-72nd Congress, USA",0.6054953656521128,0.1599341370887446,0.20660526848460778,0.42448505951058746,0.3689096720048048,0.23474031197951473,0.6230133500305091,0.1422463379899763,0.10559892736241724,0.6572807354301653,0.23712033720741746,0.16688004462359612,0.1725224515710159,0.19857493771152607,0.16184325107987577,0.2020127464470345,0.09816656856695162,0.29122111017787444
"Historical Congressional District FL-1, 73rd-74th Congress, USA",0.6054953656521128,0.1599341370887446,0.20660526848460778,0.42448505951058746,0.3689096720048048,0.23474031197951473,0.6230133500305091,0.1422463379899763,0.10559892736241724,0.6572807354301653,0.23712033720741746,0.16688004462359612,0.1725224515710159,0.19857493771152607,0.16184325107987577,0.2020127464470345,0.09816656856695162,0.29122111017787444
"Historical Congressional District TX-1, 29th-31st Congress, USA",0.5426545736456598,0.09576610769937319,0.2732045752853203,0.422716285847226,0.3040791388674538,0.17271860158166769,0.6847719646199273,0.14250943379840517,0.14165548790200858,0.5762178457125678,0.2821266663854236,0.2262615427679722,0.1485366720369323,0.16014470164805233,0.15362572146617012,0.17254019111329594,0.13889117096757714,0.36256617904925187
"Historical Congressional District TX-1, 48th-49th Congress, USA",0.5261217308793136,0.09140872456163973,0.2486293058689316,0.40438552212470663,0.34698517200636175,0.17941549411152127,0.7082708700674342,0.11231363582104448,0.0999731465047326,0.6926397219758599,0.20738713151940755,0.2089727207263204,0.16811229154561405,0.1562073579869135,0.13703645771315645,0.18790281872153278,0.14176835330646295,0.41353044765549535
"Historical Congressional District TX-1, 50th Congress, USA",0.5261217308793136,0.09140872456163973,0.2486293058689316,0.40438552212470663,0.34698517200636175,0.17941549411152127,0.7082708700674342,0.11231363582104448,0.0999731465047326,0.6926397219758599,0.20738713151940755,0.2089727207263204,0.16811229154561405,0.1562073579869135,0.13703645771315645,0.18790281872153278,0.14176835330646295,0.41353044765549535
"Historical Congressional District TX-1, 51st-52nd Congress, USA",0.5261217308793136,0.09140872456163973,0.2486293058689316,0.40438552212470663,0.34698517200636175,0.17941549411152127,0.7082708700674342,0.11231363582104448,0.0999731465047326,0.6926397219758599,0.20738713151940755,0.2089727207263204,0.16811229154561405,0.1562073579869135,0.13703645771315645,0.18790281872153278,0.14176835330646295,0.41353044765549535
"Historical Congressional District TX-8, 58th-61st Congress, USA",0.5148620357395898,0.08049635186853321,0.24618133362993844,0.41056131026803616,0.34325735610202535,0.15325731765548015,0.7259342512783639,0.12080843106615606,0.07762822006268444,0.6800902719570014,0.24228150798031414,0.18480157336957675,0.1591020773040577,0.15608014689054467,0.13792698159549538,0.2016793914142271,0.16040982942609844,0.402435169342897
"Historical Congressional District TX-8, 62nd Congress, USA",0.5148620357395898,0.08049635186853321,0.24618133362993844,0.41056131026803616,0.34325735610202535,0.15325731765548015,0.7259342512783639,0.12080843106615606,0.07762822006268444,0.6800902719570014,0.24228150798031414,0.18480157336957675,0.1591020773040577,0.15608014689054467,0.13792698159549538,0.2016793914142271,0.16040982942609844,0.402435169342897
"Historical Congressional District TX-8, 63rd Congress, USA",0.5148620357395898,0.08049635186853321,0.24618133362993844,0.41056131026803616,0.34325735610202535,0.15325731765548015,0.7259342512783639,0.12080843106615606,0.07762822006268444,0.6800902719570014,0.24228150798031414,0.18480157336957675,0.1591020773040577,0.15608014689054467,0.13792698159549538,0.2016793914142271,0.16040982942609844,0.402435169342897
"Historical Congressional District TX-8, 64th-65th Congress, USA",0.5148620357395898,0.08049635186853321,0.24618133362993844,0.41056131026803616,0.34325735610202535,0.15325731765548015,0.7259342512783639,0.12080843106615606,0.07762822006268444,0.6800902719570014,0.24228150798031414,0.18480157336957675,0.1591020773040577,0.15608014689054467,0.13792698159549538,0.2016793914142271,0.16040982942609844,0.402435169342897
"Historical Congressional District CA-2, 39th Congress, USA",0.4873255853860987,0.06860938414968941,0.23112416248128165,0.4125164849583839,0.35635935256033446,0.14034715270996795,0.4254823573619187,0.43417048992811325,0.05910866325761205,0.3532463315692424,0.5876450051731456,0.3610318220640093,0.1730616992975003,0.1555066756801797,0.12774905667822298,0.13258981892905852,0.05006092735102907,0.38700525414747033
"Historical Congressional District CA-2, 40th-42nd Congress, USA",0.48730294940249175,0.06858546660144572,0.23110533488740234,0.41251582412130816,0.3563788409912894,0.14031902610747643,0.4254691064414765,0.43421186745104706,0.059101789717304225,0.353201844204586,0.5876963660781098,0.36101377703858534,0.17305439877564582,0.15550976601801572,0.12776134008264223,0.13259810784079448,0.050062610244316345,0.3870200041600823
"Historical Congressional District CA-2, 43rd-47th Congress, USA",0.4852785029571994,0.06537783476415841,0.23113563778395665,0.41161266251720446,0.35725169969883885,0.1400087935910817,0.42418945231011174,0.43580175409880656,0.058927585164396376,0.3513093235341519,0.5897630913014518,0.36165798073002126,0.1721707869978103,0.1548776401713794,0.1278614030073707,0.1330187711697953,0.05041341792362332,0.38730803327514945
"Historical Congressional District CA-2, 48th Congress, USA",0.4852785029571994,0.06537783476415841,0.23113563778395665,0.41161266251720446,0.35725169969883885,0.1400087935910817,0.42418945231011174,0.43580175409880656,0.058927585164396376,0.3513093235341519,0.5897630913014518,0.36165798073002126,0.1721707869978103,0.1548776401713794,0.1278614030073707,0.1330187711697953,0.05041341792362332,0.38730803327514945
"Historical Congressional District FL-1, 75th-77th Congress, USA",0.5991628590331639,0.15120350829530066,0.2067553190979897,0.42540025342983356,0.36784442747217677,0.229569336446525,0.6326677020789246,0.13776296147455028,0.10011815710614057,0.6688994794969185,0.230982363396941,0.18297916782233034,0.18278570396156374,0.20072948092244858,0.15174713513563337,0.191696057665995,0.09006245449202889,0.3038334937905645
"Historical Congressional District FL-1, 78th Congress, USA",0.5991628590331639,0.15120350829530066,0.2067553190979897,0.42540025342983356,0.36784442747217677,0.229569336446525,0.6326677020789246,0.13776296147455028,0.10011815710614057,0.6688994794969185,0.230982363396941,0.18297916782233034,0.18278570396156374,0.20072948092244858,0.15174713513563337,0.191696057665995,0.09006245449202889,0.3038334937905645
"Historical Congressional District NY-1, 38th-42nd Congress, USA",0.45887946443750915,0.06676043034998178,0.23788120785958952,0.38717165461237607,0.3749471375280343,0.12065511003497453,0.33744598697773454,0.5418989029872909,0.06670465704830239,0.23823351062981807,0.6950618323218795,0.6940335291536327,0.10130416049318614,0.06766120700345228,0.05323125301056671,0.05256663291136944,0.03120321742779271,0.3451368647973973
"Historical Congressional District NY-1, 43rd Congress, USA",0.45887946443750915,0.06676043034998178,0.23788120785958952,0.38717165461237607,0.3749471375280343,0.12065511003497453,0.33744598697773454,0.5418989029872909,0.06670465704830239,0.23823351062981807,0.6950618323218795,0.6940335291536327,0.10130416049318614,0.06766120700345228,0.05323125301056671,0.05256663291136944,0.03120321742779271,0.3451368647973973
"Historical Congressional District NY-1, 44th-47th Congress, USA",0.45887946443750915,0.06676043034998178,0.23788120785958952,0.38717165461237607,0.3749471375280343,0.12065511003497453,0.33744598697773454,0.5418989029872909,0.06670465704830239,0.23823351062981807,0.6950618323218795,0.6940335291536327,0.10130416049318614,0.06766120700345228,0.05323125301056671,0.05256663291136944,0.03120321742779271,0.3451368647973973
"Historical Congressional District NY-1, 48th Congress, USA",0.45887946443750915,0.06676043034998178,0.23788120785958952,0.38717165461237607,0.3749471375280343,0.12065511003497453,0.33744598697773454,0.5418989029872909,0.06670465704830239,0.23823351062981807,0.6950618323218795,0.6940335291536327,0.10130416049318614,0.06766120700345228,0.05323125301056671,0.05256663291136944,0.03120321742779271,0.3451368647973973
