longname,Population [StatCan],PW Density (1km) [StatCan],Area-weighted Density [StatCan],Area,Compactness
"Lacombe CMA, AB, Canada",13396.0,1027.1203019958257,613.2287978879955,21.84502757557505,0.3121707173501907
"Portage la Prairie CMA, MB, Canada",13270.0,985.2953662573602,511.81248395251225,25.927464483713603,0.3419085500511588
"Sainte-Marie CMA, QC, Canada",13134.0,887.3689062734701,120.04716261750886,109.40700066229144,0.5055194608259233
"Thompson CMA, MB, Canada",13035.0,1268.1432899060774,648.1188212942734,20.112052870134992,0.17009451578130458
"Estevan CMA, SK, Canada",12798.0,876.6257996278499,15.08498599973731,848.3932302106787,0.5755385793100115
"Wetaskiwin CMA, AB, Canada",12594.0,1017.8341775557149,643.512574510306,19.57071314353672,0.27442842627973524
"Weyburn CMA, SK, Canada",12247.0,975.58627296248,14.311964610900763,855.7175994322978,0.6526051709505376
"Campbellton (New Brunswick part / partie du Nouveau-Brunswick) CMA, NB, Canada",11986.0,601.9453730030141,10.799445532849752,1109.8717951343879,0.43742961613492143
"Elliot Lake CMA, ON, Canada",11372.0,826.4901639614321,13.449679483519839,845.5220077128483,0.665168526824221
"Hawkesbury (Ontario part / partie de l'Ontario) CMA, ON, Canada",10194.0,1162.5289057731543,752.6229194319349,13.544631364261711,0.5367399109080302
"Hawkesbury (partie du Québec / Quebec part) CMA, QC, Canada",1816.0,406.0633294483743,421.8103934552881,4.3052519050659575,0.40568932277300707
"Campbellton (partie du Québec / Quebec part) CMA, QC, Canada",1344.0,81.34049148103111,2.987128897002077,449.9303666972177,0.38314122527987265
