longname,PW Density (r=250m),PW Density (r=250m) (2010),PW Density (r=250m) Change (2010-2020),PW Density (r=250m) (2000),PW Density (r=250m) Change (2000-2020),PW Density (r=500m),PW Density (r=500m) (2010),PW Density (r=500m) Change (2010-2020),PW Density (r=500m) (2000),PW Density (r=500m) Change (2000-2020),PW Density (r=2km),PW Density (r=2km) (2010),PW Density (r=2km) Change (2010-2020),PW Density (r=2km) (2000),PW Density (r=2km) Change (2000-2020),PW Density (r=4km),PW Density (r=4km) (2010),PW Density (r=4km) Change (2010-2020),PW Density (r=4km) (2000),PW Density (r=4km) Change (2000-2020),geoid
"Leon County, Florida, USA",2590.8885595215825,2366.1883847255026,0.09496292697850722,2486.105376772525,0.04214752267865965,1430.2531212998726,1300.1962822950711,0.100028619352171,1209.6573855780462,0.18236216167639296,959.3405557864188,857.7170042026529,0.11848144677770116,787.9763498981398,0.21747379335741604,769.5669133149318,702.5306861136878,0.095421066333885,639.1357115103165,0.20407434517529688,12073
"Anchorage Municipality, Alaska, USA",2852.138776367905,2962.7834473805387,-0.03734483906019428,3066.307291781211,-0.06984574441946947,1952.045704610853,2011.0958481609362,-0.029362172670229596,1920.8527795792743,0.016239102425335706,1205.1088766894984,1220.969080407352,-0.012989848778612988,1124.6824437649436,0.07151034798349154,924.4969114207413,933.8743751802434,-0.01004146168770528,857.2256462063519,0.07847556301202376,02020
"Dauphin County, Pennsylvania, USA",2352.3554956975336,2381.7206006204697,-0.012329365969831264,2406.0789115759044,-0.022328201963743452,1602.8405366819707,1570.1069229490247,0.02084801566982754,1579.9829842647734,0.014466961128593234,916.3080918144356,861.7928878335537,0.06325789496583886,857.8900676014998,0.0680950000694863,728.5439055161951,676.5380556486799,0.07687054620696952,669.1797943865737,0.08871175075457786,42043
"Winnebago County, Illinois, USA",1496.7729149700353,1612.7978776728091,-0.07194017570893156,1682.5703679851442,-0.11042477423253262,1169.6753155150286,1238.8423660617445,-0.05583200287749007,1307.785664617693,-0.10560625707962511,877.3358981761703,923.4616747354498,-0.04994877191031613,975.008744562567,-0.10017637988489751,768.1337886676066,805.0563298234546,-0.04586330147102243,843.601678478595,-0.08945915084840984,17201
"Ingham County, Michigan, USA",2356.163036390592,2296.4195841882533,0.026015913038582174,2547.2430149637453,-0.07501442832531349,1589.018026020375,1604.087156405185,-0.009394209238967083,1677.7135558813382,-0.05286690898457312,1003.6335430947521,1018.5444278579488,-0.014639405366494466,1062.3866405633132,-0.05530293324980842,814.6210867311364,826.1664796590101,-0.013974656697084668,855.139843060986,-0.04738260842204717,26065
"Benton County, Arkansas, USA",1632.3106595105712,1405.972151351245,0.1609836353741416,1140.7567641268433,0.43090158291541886,850.8877954114997,705.8567278267967,0.20546813803309213,571.6834345354024,0.4883898045830243,515.6508810690706,402.52291379607163,0.28104727307601785,327.03226619999543,0.5767584252794374,417.7661305169245,321.3095666658072,0.3001982320415668,247.41027570718677,0.6885561010867473,05007
"San Luis Obispo County, California, USA",2428.2849274003097,2944.4080673252724,-0.17528926973556822,3056.4648323422757,-0.2055249902746533,1577.221636913139,1558.6863557690012,0.011891604154700603,1630.3125273105263,-0.03256485459568271,766.8501441593506,707.2210018880467,0.08431472214783477,686.7399666779029,0.11665285460081763,431.49683995775445,405.68366623937493,0.0636288218297366,377.7663985246799,0.1422319233338702,06079
"York County, South Carolina, USA",2114.78062393551,1730.5212845211145,0.2220483173778075,1355.3764045812209,0.5602902756662103,914.5872601569368,769.2992933513898,0.18885753316191395,640.4005235942363,0.428148832583447,511.8148649095214,425.67618018951146,0.20235730522121517,349.81899535294764,0.4630848287501629,426.34043320239425,339.7124004198312,0.2550040348115181,272.2471389246582,0.5660051925114258,45091
"Merced County, California, USA",2616.8149135018934,2457.2463677867686,0.06493795160590575,2252.704224994126,0.16163270990834,1898.496776392788,1722.9531596185602,0.10188530999478294,1680.4297949606646,0.12976857592389207,1082.1439307496769,976.0682657646711,0.10867648166176577,906.030761287724,0.19437879704177669,691.8845370785756,623.0111517836704,0.1105492014030919,554.1173790578717,0.24862450308802805,06047
"Southeastern Connecticut Planning Region, Connecticut, USA",1673.5278335660178,1790.0870907418366,-0.06511373540351889,2126.320684245105,-0.2129466425426979,927.4111676057295,966.6984746753495,-0.04064070452041841,991.7269985793604,-0.0648523545953299,500.68845386774433,511.185737735113,-0.020535165777273993,481.3423975026029,0.040191881009270104,358.32969513838066,366.3142273200883,-0.021796948046821876,345.25724407839186,0.037862930566116226,09180
"Alachua County, Florida, USA",3177.8352470924187,2706.9529435063614,0.17395289589929688,3384.1643549284186,-0.060968997423402053,1709.2886580456825,1388.9877041528277,0.23060028028701154,1375.8204395247014,0.24237771800816016,941.3840722078721,792.8283539128935,0.18737437625912678,723.7930914722621,0.3006259431034495,735.2255078064218,633.4796284684212,0.16061428776169806,594.6712544349615,0.23635622593698538,12001
"Kitsap County, Washington, USA",2136.726457684755,2107.6569660008145,0.0137923258636811,2513.6811997667924,-0.14996123697667363,1073.484585435521,1024.029487500792,0.04829460336677157,1086.9534609123732,-0.012391400332399336,607.9984852942222,547.0826596855856,0.11134665763971686,534.8213556154731,0.1368253696499026,465.85567479214814,416.8287583888926,0.11761884326972095,403.66065406963406,0.1540774908217461,53035
"Atlantic County, New Jersey, USA",2338.837222373872,2616.3499998761586,-0.10606867487737583,2653.2821591700226,-0.11851168399463125,1553.0864158407137,1658.224482195719,-0.06340400077544867,1745.8366526298423,-0.11040565364393007,730.1154278121363,744.8444545562667,-0.019774634360277297,771.1999559015168,-0.053273509386231085,443.2831832357352,440.21937940950914,0.006959720470133974,432.5027517357763,0.024925694591984526,34001
"St. Johns County, Florida, USA",3217.0310670714825,3403.852800315783,-0.05488537378201802,2784.2660745010376,0.15543234051293028,1112.8282749851635,1114.8903834752398,-0.0018496064910421704,991.4681333302689,0.12240448036111336,457.70861172152337,385.7366396435301,0.18658318832378626,359.31516105854223,0.27383606740420885,349.60963278801,282.97149440887557,0.23549417413347867,252.12411268441917,0.38665686937136523,12109
"St. Joseph County, Indiana, USA",2152.736758338434,2074.07971024431,0.037923830846818773,2563.6770936131857,-0.1602933287887603,1317.0430355612896,1275.984218775101,0.03217815407278592,1484.1637032027973,-0.11260258371826803,880.1567173805436,850.639969361629,0.034699460502738505,938.5206789775841,-0.062187187671369916,759.8829659893097,732.6743627025743,0.037136011128289764,807.8612332814255,-0.05938924324569259,18141
"Frederick County, Maryland, USA",2430.9893271575957,2129.1193765086314,0.1417815994629555,2226.2435450273647,0.09196917497528971,1409.7722688697243,1216.4605332259769,0.15891328190574078,1101.2556194320675,0.28014989798350626,736.2653059290903,614.7519325612329,0.19766245038319413,517.6755265578405,0.4222524885901218,516.573115241925,429.95625741765264,0.20145504648426174,370.13541119264386,0.39563278632928467,24021
"Erie County, Pennsylvania, USA",1930.379123314535,2102.601945804833,-0.08190938034368397,2221.478329320272,-0.13103850807980094,1379.9962925923855,1511.9161765195988,-0.08725343770769768,1576.0166184403606,-0.1243770678268345,920.3267604141797,993.0461697585473,-0.07322862879784214,1026.689016905241,-0.1035973451938447,730.0173749970849,779.5061349072417,-0.0634873257489447,795.8740923759336,-0.08274765821594447,42049
"Santa Cruz County, California, USA",3083.0144101769597,2899.998670067197,0.06310890484150529,3447.9474262162544,-0.10584065559252706,2196.7889206790665,2152.693624337679,0.02048377708878767,2146.8787756743413,0.023247770470434772,1375.1141494161607,1358.52347011705,0.01221228757842602,1285.900244886713,0.06937855785019112,844.0263282305923,830.5385127139446,0.016239843559540314,782.2799545590808,0.07893129986478283,06087
"Buncombe County, North Carolina, USA",1878.042377561392,1637.9605917624654,0.14657360317844748,1581.0525065563393,0.18784314232037794,774.5833863294557,689.5524521221524,0.1233132214171871,655.8223290263594,0.18108724275888902,435.86801231772097,383.88141861439743,0.13542357400617822,352.42988080407184,0.23675101362939005,363.0729889195162,323.34203214724386,0.12287594195047188,286.4139795889696,0.2676510742965806,37021
"Brown County, Wisconsin, USA",1720.0303345148318,1684.1337744519142,0.021314553871826375,1813.2342664659338,-0.051402035398746486,1169.363849190017,1192.6209711416536,-0.019500849401778902,1268.5725157197407,-0.07820496290149918,813.891367063746,829.980693791632,-0.019385181906321887,887.5665349272771,-0.08300805062413455,648.322730270072,654.6797736455703,-0.009710156982701968,692.1113043930518,-0.06326810997745547,55009
"Washington County, Minnesota, USA",1795.227177039848,1649.7220249389538,0.0881997996639939,1773.117226239247,0.012469536967668955,1073.4277324253972,1000.4463896551952,0.07294877918981255,1038.319910579381,0.03381214352946965,696.8096827588914,657.708861974527,0.05945004400119933,620.7972902866813,0.12244317696217377,583.2026477951721,529.3953310358752,0.10163919778818482,484.1225046622536,0.20465923847527268,27163
"Webb County, Texas, USA",3625.6583452707923,3794.9589106961143,-0.04461196271404873,3993.643879938622,-0.09214280134399093,2476.680171415724,2666.444620344451,-0.07116759428673716,2763.6939786488965,-0.10385151520049501,1605.3833323685333,1658.3525262006824,-0.031940852741065,1647.3448015325137,-0.02547218355558831,1136.6832404487345,1165.0983380458456,-0.024388583065675064,1131.5079870924537,0.004573766526897639,48479
"Cherokee County, Georgia, USA",2841.48058321362,2896.1447670815105,-0.018874810572047675,2904.664137027922,-0.021752447385862742,1025.2599927110937,969.7140958699357,0.0572806944621419,889.9059011159358,0.15209933030607486,579.8159766474821,479.1156124035612,0.21017967613023747,393.74386102325326,0.4725714710590498,530.1336129397146,440.27593532238046,0.20409400198431965,356.70479536712025,0.48619704535819747,13057
"Madison County, Illinois, USA",1480.4516167980203,1561.4024134313381,-0.051844928595582464,1632.7581811779241,-0.09328176464565319,921.8673785832486,995.8763490881964,-0.07431542136000002,1060.8932881828462,-0.1310460827193359,538.8651033574384,569.6869476694097,-0.05410312530077002,598.533703610971,-0.09969129539999194,370.602069155126,386.6063085827594,-0.041396736349964276,397.4274403543971,-0.06749753156286886,17119
"St. Tammany Parish, Louisiana, USA",1802.8995723664234,1569.720830008061,0.14854790603572796,1596.0106288151885,0.12962880059565804,839.6335081939696,792.4000750467211,0.05960806243546051,763.6172357045203,0.09954761225277477,467.9196852644336,444.8665424475913,0.05182035648265937,409.7963059979286,0.14183480528201448,374.4751043446856,347.2326492225415,0.07845591473941256,315.6444016042559,0.18638284867852523,22103
"Marin County, California, USA",3734.1551384712616,3476.596535461864,0.07408354705018459,4248.730292534908,-0.12111268982353705,2074.7959673251657,1957.765741298977,0.059777440966220625,2089.6429926450833,-0.007105053529322758,1079.72532932271,1031.9364533676774,0.04630990193153445,968.9283689346706,0.11435000144526654,826.41214745131,788.2892134016319,0.04836160815288819,755.1760657124449,0.09433042832423437,06041
"Weber County, Utah, USA",1982.0594957885073,1967.733687692878,0.007280359219964366,2010.6026912504328,-0.014196338036419289,1587.8880618118044,1550.4488881853292,0.02414731237628516,1596.5385994032329,-0.005418307828361896,1187.126436142615,1136.1281307978077,0.04488781147333744,1118.1564900689664,0.06168183674307929,914.0667624888689,852.9776578870083,0.07161864561985158,797.1663877060317,0.14664488692158217,49057
"Kalamazoo County, Michigan, USA",1840.547575986794,1961.6029795636236,-0.061712489651580486,2793.2003761352726,-0.34106138903883,1113.0172788039013,1178.3938364899273,-0.055479378507921125,1292.1246621829764,-0.13861463109641656,720.990580306578,720.0160819951983,0.0013534396463468809,752.8872502272042,-0.042365799010410286,609.1398116345057,602.4325462066613,0.011133637234704612,633.9277390411687,-0.03910213401318479,26077
"Harford County, Maryland, USA",2719.5423656712983,2585.5926404989027,0.051806198344743634,2618.3403822180485,0.03865119452785568,1304.9158946036675,1233.5722193262477,0.057835021054856696,1207.1840938362695,0.08095848948507879,734.279340135308,686.8258851886935,0.0690909529910589,611.9614483075534,0.19987842725393593,539.2683349047965,498.5014996753258,0.08177876146014024,430.16137013944797,0.2536419407674349,24025
"McLennan County, Texas, USA",1941.6227834063213,1744.297893296123,0.11312568275670057,1723.0525583395267,0.12685058503231417,1218.9798458359387,1147.3178741350907,0.06246043343033471,1213.2424403298958,0.004728985168440745,720.0501165955291,703.6406536128687,0.023320800039630087,728.4536999866789,-0.011536194258198563,544.7939368665516,532.3015315808649,0.023468663050030876,554.5071473882007,-0.017516835567223187,48309
"Cumberland County, Pennsylvania, USA",1861.7366732959872,1843.2624450679334,0.010022570729136144,2008.4225071568942,-0.07303534656587483,1145.2422825787523,1121.719414142421,0.02097036758012696,1126.8574644032158,0.016315123035789778,672.0398368615837,619.9726412521977,0.08398305367834069,589.0560631023953,0.14087585029196673,556.3392495371667,501.06275751563146,0.11031850041221786,475.2605923820768,0.17059831691222607,42041
"St. Clair County, Illinois, USA",1392.814901682795,1563.839991986484,-0.10936226927311318,1656.185820593825,-0.1590225659682308,904.5870035876894,993.1930195363766,-0.08921328906444444,1084.5155197299603,-0.16590681541106234,569.4476653226037,603.0212731681146,-0.055675660775819744,636.8630681453991,-0.10585541256005773,449.57410679455467,466.2964718061926,-0.03586208779762815,464.7110899672549,-0.03257288990836617,17163
"Yakima County, Washington, USA",1801.390742487817,1820.620687267065,-0.010562301589637557,1707.1718871815965,0.055190022758498165,1339.2337561208615,1352.029092692164,-0.009463802695121398,1274.9737294751978,0.05040105937877968,817.3588951210763,802.8536837790482,0.01806706705728971,752.3604423673058,0.08639270367438849,558.9396253417067,536.2876856115109,0.042238411095280884,503.61133787137436,0.10986306961274873,53077
"Jefferson County, Texas, USA",2054.2956237637886,2288.5992992042798,-0.10237863636590114,2373.712792277695,-0.13456437086788825,1258.5726715377168,1326.8428119717798,-0.05145307327897333,1394.593855558346,-0.09753462162370638,812.1454637211302,802.5822214322819,0.011915591989792414,835.5039595338718,-0.027957372967775403,593.620925392929,574.3533337038352,0.033546582840988846,581.3146948899323,0.02116965322083738,48245
"Clay County, Missouri, USA",1681.8989030448972,1570.6726578515174,0.07081440212088704,1669.3851515078252,0.00749602422530795,1147.0009059118636,1068.377259422832,0.07359165107230607,1107.6815731326128,0.03549696386846314,801.5284834417981,727.5946759840906,0.10161400282060908,728.2261314578277,0.10065877729109675,647.5325102772357,578.4166660587825,0.11949144669256323,562.8317457753928,0.15049038213925495,29047
"Forsyth County, Georgia, USA",3616.468980077593,3115.0685175430353,0.16095968987867726,2116.3711595920718,0.70880658795911,1122.6417758569614,898.6641228061742,0.24923399896214085,635.0802797749767,0.7677163212416842,581.9665239849246,401.99406370927943,0.44769929838018846,230.8662045046694,1.520795649729469,537.6576258122675,364.3952395507066,0.47547928034183595,207.37169061253456,1.5927243213581093,13117
"Chesapeake city-County, Virginia, USA",2602.8208403150643,2532.1867221636007,0.02789451407087032,2747.376431823731,-0.052615866480557015,1470.409776242317,1436.4569997805415,0.023636472561979077,1449.3814405447977,0.014508489697243006,984.323410909661,947.074759832396,0.03933021199282819,885.6312100039787,0.11143713070504697,826.2881532189314,777.858329469702,0.06226046815265963,721.6234202175699,0.1450406542650805,51550
"Williamson County, Tennessee, USA",1839.4936380129702,1989.5712773645598,-0.07543215016171047,1851.3048162614389,-0.00637992087781653,992.007709242791,920.0845768661031,0.07817013151297998,766.3155449491009,0.2945159677123354,555.2336513686736,443.5482616223674,0.2517998590227685,344.8563281955871,0.6100433890074068,445.0130286220364,347.2388967538328,0.2815759777555058,265.94861636885435,0.6733045454345615,47187
"Washington County, Arkansas, USA",1953.7240353654468,1844.5888940606858,0.0591650213530834,1600.240871932019,0.22089372270979238,1183.8985426356219,1044.4634194134808,0.13349928837186179,908.8444048910162,0.3026416141909227,732.9249562496801,624.7216438306281,0.17320243901840496,528.4274339456476,0.38699262976771653,578.8232174748184,482.74336247880507,0.19902884734170065,394.78125123406153,0.46618720029244853,05143
"Warren County, Ohio, USA",2053.7571740120175,2177.5909045807266,-0.05686730703559404,2134.542593747565,-0.037846712439555834,969.6778524235987,944.9262501582111,0.02619421596261435,908.5624936770415,0.06726599344775647,571.7125193651315,527.7267041915339,0.08334961036505223,443.9546777782555,0.28777226140792667,480.4876152612275,436.736344655164,0.10017776432279399,342.74807227675547,0.40186817702435634,39165
"Lafayette Parish, Louisiana, USA",1676.4523510362822,1750.470191897067,-0.04228454800510956,1757.9012611251892,-0.04633304036472083,978.3919357805643,1038.100429782979,-0.0575170689553584,1018.7153911996394,-0.03958265062785614,676.6713106723348,707.4675204402126,-0.04353021004938188,675.2674412812955,0.002078982792914594,585.3669777272339,596.7000835507346,-0.018992968387169764,559.8256715434112,0.04562367801642003,22055
"Hays County, Texas, USA",3019.2497646269485,2248.12039485393,0.34301070865162536,2887.9807797154476,0.04545355212662973,1517.8498311459434,1139.8871489306441,0.3315790361965878,1003.0726856778361,0.5132002424333204,654.0518848669101,470.96786362448034,0.3887399446608723,418.2105888099627,0.5639295186858959,455.25393259548366,319.98833845717553,0.42272038659437244,267.7530513581343,0.7002754227684101,48209
"Henry County, Georgia, USA",1834.6575345109793,2413.905186085431,-0.23996288458777582,1569.175006165137,0.16918605464832617,799.544026202626,846.9345886176117,-0.055955398506439255,571.8046723232281,0.3982817295880052,450.8287533707524,387.3181864351185,0.16397517379750734,271.31232946072424,0.6616596609038932,397.40847664948393,341.71270869757785,0.16299003968622622,239.93963269808117,0.6562852588407003,13151
"Arlington County, Virginia, USA",7947.411987670042,6930.3395778830745,0.14675650426030645,6564.3445634600075,0.21069391023572845,6604.758823482869,5557.874911317252,0.18836046670174145,4881.948444300379,0.3528940132896839,4036.019096532101,3538.349628658468,0.14065016748000655,3263.2335331972968,0.236815893031607,3590.2271729999156,3177.0900685928664,0.13003632112640348,2969.2453095561036,0.2091379454049378,51013
"Union County, North Carolina, USA",1829.481861969366,1702.1273840916904,0.07482076786258632,1102.5438922118703,0.6593279187272516,807.6186107542077,680.4823440143765,0.1868325723042495,435.098059249279,0.8561760816577257,430.3881304418006,357.6681026254634,0.20331706205427802,212.12175112183127,1.028967459327681,356.80141735824117,287.35959894197396,0.24165477218072495,163.4437114268757,1.1830232209201468,37179
"Norfolk city-County, Virginia, USA",4402.0354122393655,10807.046487733009,-0.5926698920712444,8328.550754570686,-0.4714524120749891,2621.276077022207,4217.1036664795365,-0.37841791799952024,3453.0842173740666,-0.2408884602833164,1635.5774693077192,1862.7444681877869,-0.12195285116110008,1601.0419115944962,0.021570676859313808,1368.6892318697385,1476.7514891503188,-0.07317565485764722,1338.8594607391253,0.022279986813661123,51710
"Caddo Parish, Louisiana, USA",1748.2148106733523,1864.1305256675805,-0.062182188102261025,1916.2066836201843,-0.08766897348956855,961.2400706965743,1056.6409198860247,-0.09028691525569617,1152.6846978626015,-0.16608585810240983,600.733574249545,671.3427635925627,-0.10517606381152625,723.7233463313835,-0.16994031311174962,500.61455699465637,557.2140257983773,-0.10157581500685504,608.1502650045517,-0.17682423933349836,22017
"Sussex County, Delaware, USA",1129.9047979594193,937.8181379941424,0.20482293120937345,903.0872180976357,0.251158000375177,528.9457469916041,448.1871333495561,0.18018949593330166,412.58409198253236,0.28203136589667194,246.55970063951187,200.01985513171837,0.23267612846307573,167.5176446532034,0.47184316702841705,172.31609041915095,135.64323813246446,0.27036255394369946,108.76387152750947,0.5843136879838571,10005
"Yavapai County, Arizona, USA",1317.8565354258346,1238.5216752349565,0.06405609346790615,1340.1122325341237,-0.01660733822733936,737.2513631011644,704.1705948175664,0.04697834378069765,697.3429905366887,0.057229187223580544,416.06255758305656,380.9480545592324,0.09217661726728762,349.860844557364,0.1892229840965756,275.6890635145919,248.45013391416444,0.10963539914950532,215.57739865699105,0.2788402923130433,04025
"Saratoga County, New York, USA",1361.2124829487977,1330.476447493054,0.023101525407426875,1432.6031268806223,-0.049832813144329746,698.8997779358897,691.4777179428884,0.010733621345141199,750.6460126551194,-0.06893560193065901,396.01726062359825,375.97519125775483,0.053306893198980534,374.7055956489423,0.05687575852115815,296.3191490172834,273.6353995104632,0.08289771552731008,258.1446192390126,0.14788040088073842,36091
"Brazos County, Texas, USA",3899.983018292531,3648.9625943977826,0.06879227106359978,3002.9695036854564,0.2987088325426536,1988.9945939579059,1808.0442020931976,0.10008073456125662,1757.0885072743527,0.13198315606952138,1187.9056140334221,1056.8024647875825,0.12405643780570799,990.7008521993497,0.19905581124340319,949.9988126427589,853.3051504155397,0.11331662791456448,781.2209051691569,0.21604376733499817,48041
"Smith County, Texas, USA",1458.6549982179317,1476.3861560737707,-0.012009837523126319,1259.2570998351855,0.15834566142914255,779.8954041005848,770.8990177273987,0.011669993301726207,742.6118811577819,0.05020593379771318,476.4532125859689,460.4474466097464,0.034761330731818,450.3178507265024,0.05803758793328327,396.00772415607605,381.0676106603912,0.03920593899280388,363.44441440563446,0.08959639620186377,48423
"Lake County, Ohio, USA",1893.6067498353161,1939.5212650662081,-0.023673117721307705,2174.1561255163124,-0.12903828404428508,1146.9928760602054,1159.6884131757563,-0.010947369113385145,1254.304018028242,-0.08555433166572245,723.3533955717602,729.1298611840374,-0.007922409874829124,771.1641808170524,-0.06199819238833997,588.5140784241969,586.5109699006251,0.003415295921764537,615.7768345668221,-0.04427376057724489,39085
"Oneida County, New York, USA",1757.3207821602412,1778.1507222066348,-0.011714383818118783,1864.688630018005,-0.0575795047652149,1297.7678292058717,1257.9209482034405,0.03167677671585044,1201.9810661518106,0.079690742018696,771.4077827328872,719.7729904669702,0.07173760748151672,687.8008847790857,0.12155683396751545,495.2069263543706,467.49610776718146,0.059274971762950886,456.77748740073065,0.0841316396136787,36065
"Baldwin County, Alabama, USA",1327.319980590954,1093.137735194535,0.2142294039046633,1029.7061526278158,0.28902792044470754,518.616055297566,439.30247143107914,0.18054436071828514,409.35943000335,0.2668965639641475,246.956554234303,200.7957739619643,0.22988920215563255,173.24809227787725,0.42545035265498216,183.92905520280226,146.70726739975947,0.2537146827335959,112.80142775838151,0.6305560918676913,01003
"Canyon County, Idaho, USA",1757.8409999724902,1569.2997007887723,0.12014358958263484,1437.8971094564192,0.22250819506621175,1304.6997427266003,1163.4811712914193,0.12137589753896393,1015.6925483598003,0.28454200518996203,856.8629877504701,749.4079539052021,0.14338656706979747,657.4149595810094,0.3033822477915243,673.6047369959521,576.9959568160762,0.16743406784507334,453.29546972446815,0.48601691829260296,16027
"Linn County, Iowa, USA",1777.0606631310204,1743.986004929663,0.018964979138517392,1803.4953665132318,-0.014657483391997095,1233.1927584536804,1208.9598631327165,0.02004441674198388,1295.346613904868,-0.0479824124168763,845.8406519504696,808.2482966957057,0.04651089944568965,846.5615230581332,-0.0008515283154607554,672.6996590626338,631.806454447868,0.06472425903040545,659.5091726285366,0.020000459404567943,19113
"Berkeley County, South Carolina, USA",2219.3263698892806,2002.4535834907279,0.1083035273259591,2176.399820842938,0.019723650330809542,1103.3478146604255,987.4438373742614,0.11737779193029087,1059.6817993747272,0.04120672385942994,588.6927152123768,529.5296033087051,0.11172767591084201,493.2503929002531,0.19349669799740926,462.92332797651324,415.69731727817657,0.11360672473797548,349.15598787102937,0.3258352829609987,45015
"Montgomery County, Alabama, USA",2068.4021482564867,2168.370060842835,-0.0461027913969127,2902.2832968537264,-0.2873190048336163,1150.6114959452607,1181.7362752127267,-0.02633817707073702,1397.750574621353,-0.17681200291621535,725.7129986333662,747.7882840578452,-0.0295207693074413,780.5280663984934,-0.07022818284812546,623.2831229245888,641.8568996822747,-0.028937566561768033,662.7743512246032,-0.059584726275310244,01101
"Barnstable County, Massachusetts, USA",922.2081740199988,836.7851842944046,0.10208473014209091,1001.7724723299065,-0.07942352231426197,498.5446341395313,465.3751277992215,0.07127477245543778,510.0796964866911,-0.022614235435385075,320.7220919932992,303.1612657220605,0.05792569254984764,311.6975849977116,0.028952765212004676,241.84634555615065,229.22260755102243,0.055071958826392424,234.51813124908634,0.031247964786487545,25001
"Mahoning County, Ohio, USA",1344.1180869221362,1514.5351014731434,-0.11252100686557061,1686.6958416975701,-0.20310582756322418,906.9874952568765,970.0460933914771,-0.0650057750494464,1124.221776355696,-0.19323080700590167,648.7013436723973,682.6080167799171,-0.0496722456725142,801.3691561482997,-0.1905087203626414,559.1864600185232,588.2385669477354,-0.04938830699244758,683.7203828439502,-0.18214159757447243,39099
"Gaston County, North Carolina, USA",1431.213999870094,1291.4902691121872,0.10818798569342497,1405.9045025216851,0.018002287710874292,713.5088220485081,632.3691599708952,0.1283105932638261,660.0679167591364,0.0809627372161351,473.85645092141584,421.0638436923203,0.1253791034778853,412.250628965759,0.14943778766380908,414.8221869750152,367.94588626185595,0.1273999858767243,353.61737309081826,0.1730820331287228,37071
"Hinds County, Mississippi, USA",1566.5606554618732,1659.318539393015,-0.05590119180195081,1826.7623637115694,-0.1424387284403128,928.1471651929355,1049.9084647549003,-0.11597325257339433,1181.64366153904,-0.21452871504082396,584.478847184829,659.7186432934346,-0.11404830964454031,756.5668444616614,-0.22745907851576871,484.9768128502021,551.7857968016895,-0.12107775216167503,632.0474464646381,-0.23268922995746072,28049
"Tuscaloosa County, Alabama, USA",1961.0358569806945,1879.2058343554525,0.04354500243093851,1727.4922769015943,0.1351922571242869,997.5787585127351,969.8201693864364,0.02862240856865287,909.7470186502962,0.09654523517180233,578.5467090810546,544.9001574189648,0.06174810413244111,521.8124045477724,0.10872548072606827,466.9354253997447,448.54228336806835,0.041006484145850654,419.1360022969083,0.11404275185355264,01125
"Whatcom County, Washington, USA",1923.9199779389805,1775.933802112651,0.08332865540950075,1685.0911468441736,0.14173051205098536,1213.6691316526278,1105.234276491287,0.09811028979808858,1019.7774132760126,0.1901314108867565,738.5337748020371,664.0515442202081,0.11216332712439214,588.9666989396354,0.2539482726810861,511.01675864274756,460.6631568155394,0.1093067702120813,402.20768417633354,0.27052957650284615,53073
"Richmond city-County, Virginia, USA",3581.6330443176585,3258.162550865419,0.09928003541944858,3087.680278116882,0.15997536069441384,2695.4250538540005,2404.666402192745,0.12091434029939503,2225.9515688159536,0.21090911932453815,1756.5448496114918,1554.1667973299336,0.13021643019864065,1476.3805443967667,0.18976428961897304,1466.929448867689,1291.5747083283088,0.135768174623319,1215.5766220411729,0.20677662129142405,51760
"Jefferson County, Missouri, USA",1835.5998932443563,1900.5410550567099,-0.034169828449412694,1988.0547704494693,-0.07668545126181069,756.1759287278496,766.3227055254275,-0.013240866705914428,790.0184160537087,-0.04283759294486922,416.3799959666082,399.5394938464138,0.04214978088415967,373.09622868134704,0.1160123420122502,336.54244082825267,325.89779042426915,0.03266254241897685,293.7506032118915,0.14567404168186202,29099
"Cabarrus County, North Carolina, USA",1937.866707665798,1696.7088736379935,0.14213271220225696,1439.8308913548192,0.34589882693956403,967.1511658137888,809.1089632973955,0.195328700688616,701.3814128431034,0.3789232906720002,572.4499070832424,464.86461042429363,0.23143361367249038,409.5100237760132,0.39788985335399557,472.0112260760509,387.0181544650822,0.21961003800568996,335.7455482169887,0.40585996920201944,37025
"New Hanover County, North Carolina, USA",1936.962826653661,1991.7191025121035,-0.027491967009494352,2110.105876107821,-0.08205419994068244,1101.7401957385575,1094.0626945589,0.007017423423575371,990.6146145000765,0.11217841894505223,781.6300690789542,729.8913723328999,0.07088547516418174,597.7956181403007,0.307520572851553,637.5925812429945,590.1731516773139,0.08034833409637704,490.3761799428238,0.3002111589460475,37129
"Jackson County, Oregon, USA",1885.3700763830466,1788.1086287249632,0.054393478167731386,1685.9587499439995,0.1182777018985018,1392.1359113838166,1294.7922847912441,0.07518088247511218,1222.5676536660571,0.1386984656507826,816.1480444921872,740.3704350272048,0.10235093931350445,687.5040899675328,0.18711736613920305,549.8152804764402,493.80172016313,0.11343330334046992,448.0145606756047,0.227226364355927,41029
"Shelby County, Alabama, USA",1956.7604217673527,1983.9845774041653,-0.013721959306978358,1861.6472236374468,0.051090881732182056,824.5909170344886,771.7693762740558,0.06844213100997129,708.4847283197366,0.16387959270500133,418.8113082141373,384.2068503681088,0.09006725885515558,335.8899121754295,0.24687075447326728,342.8230669835071,310.5257431804186,0.10400852268252496,261.43099429863,0.31133291178131584,01117
