longname,Utility gas heating %,Electricity heating %,"Bottled, tank, or LP gas heating %","Fuel oil, kerosene, etc. heating %",Other fuel heating %,No heating %
"60804, USA",0.9260535841440748,0.057504725307525185,0.009115882801780799,0.000749230337722408,0.0024558105514234495,0.004120766857473247
"93722, USA",0.535425425014527,0.3944240892864966,0.020807401970717385,0.0032576420558839284,0.03598670018739313,0.01009874148498189
"11235, USA",0.7843217342592594,0.06576377891802514,0.02618132347519839,0.07752607250581274,0.01638603805975611,0.029821052781948285
"99301, USA",0.31935580531503616,0.6516215324921938,0.008630718465538161,0.005539290456077907,0.009620250556964222,0.0052324027141896845
"77379, USA",0.6684415430865576,0.31854709844694573,0.00946602918407256,0.0,0.0011699586631999802,0.0023753706192242026
"92154, USA",0.668131217184976,0.26493648738162495,0.013787619687264953,0.0011394224252598568,0.010123330009039496,0.04188192331183461
"92376, USA",0.6957472120982756,0.2520765582630168,0.013820045209950147,0.0010812224066343399,0.008547834768518729,0.028727127253604278
"66062, USA",0.7214034115358818,0.2568147686386952,0.011346690424803893,0.0026823094499746477,0.0045005197425501695,0.0032523002080942606
"30024, USA",0.7324662346017862,0.24619865703738214,0.016230976587065224,0.0007240278404939452,0.003960929920354957,0.0004191740129175472
"11229, USA",0.8198486762964371,0.04444051425486815,0.02681215168807922,0.07516649238313998,0.011187613457852444,0.022544551919623092
"60647, USA",0.8686234275461662,0.1025253854951774,0.01536875810370857,0.0,0.004964301700335894,0.008518127154612198
"73099, USA",0.6446857732174184,0.31879488316881577,0.030693471369809065,1.0022533106022262e-05,0.004256231294166855,0.001559618416684128
"11223, USA",0.828672862210608,0.047908104307718455,0.029164196815594817,0.06527657896726981,0.016093915986278667,0.01288434171253026
"95076, USA",0.5196645792741231,0.2913338322909524,0.06077156153967446,0.002002254981839915,0.05588696119377825,0.0703408107196319
"10002, USA",0.30944674900685953,0.5330729589778642,0.01853822086031076,0.09441764951653861,0.013663035987351097,0.03086138565107578
"37042, USA",0.1295857175930732,0.844842955706845,0.015794634408205475,0.0010350972538680603,0.0037569716546049653,0.004984623383403339
"11204, USA",0.8144841587943157,0.04043520508403275,0.03414885046258994,0.07840877029976864,0.0119234941631319,0.020599521196160996
"92704, USA",0.6345828270321247,0.2398245191554004,0.015712929872139684,0.0,0.006381025500131347,0.10349869844020412
"11203, USA",0.8815879037769685,0.04448573951059692,0.01367348501990536,0.042659792037857594,0.005615580062405957,0.011977499592265626
"78542, USA",0.03299022171054186,0.922598538469783,0.028635629984629464,0.0,0.008230752957415094,0.0075448568776304995
"10462, USA",0.5103874372173387,0.08864141129086615,0.026781450862504816,0.3285662286859186,0.017124509351254924,0.028498962592116844
"75217, USA",0.4830101657928456,0.49855198716993254,0.009339772605239263,0.0009982971465677375,0.0007379984786765606,0.007361778806738431
"28269, USA",0.6061419712710487,0.3748345666366875,0.013315528270920252,0.001453052291852633,0.0022630414513186876,0.0019918400781721284
"22193, USA",0.6404817115739634,0.33770933685953536,0.007670667043721451,0.008878206928683784,0.0011852655411600252,0.004074812052936038
"10453, USA",0.40205178796668806,0.15268252024589213,0.027926275288769547,0.32679889903264914,0.01886787586248849,0.0716726416035127
"93550, USA",0.8037845990421244,0.1552646800736174,0.016970640516125235,0.0031309594610466175,0.012260825266933839,0.008588295640152467
"93535, USA",0.8437554625700697,0.10776541057994274,0.020506647678711437,0.0,0.02050079161242492,0.0074716875588510985
"91744, USA",0.6991855979366621,0.2298747686582627,0.011168253503011252,0.0,0.0059968744700381596,0.05377450543202586
"10458, USA",0.3251957543804169,0.080799283713841,0.015868966817486382,0.555269350768712,0.004626904157498671,0.018239740162044982
"30040, USA",0.7084200970433279,0.25934808870379733,0.02500304512599992,0.0013823811293774912,0.004723042850475961,0.0011233451470214991
"30349, USA",0.5366423549552256,0.453376616684009,0.006546228514732069,0.0,0.0007625248733613009,0.002672274972671928
"92592, USA",0.7574235581697009,0.1448063795750972,0.06374326642646821,0.0018373295198237825,0.029903780235992928,0.002285686072917075
"92126, USA",0.5646116062108285,0.34543186272523313,0.01767870391791703,0.0006800228592551011,0.02003735650481121,0.05156044778195488
"94544, USA",0.7404332675295806,0.21887054762178185,0.011622125008897697,0.00025526637186819415,0.006760176293285706,0.022058617174585977
"95823, USA",0.5359733563894231,0.4306173166725606,0.016322661951104756,0.0009504228895883879,0.006776928430108499,0.009359313667214732
"78641, USA",0.475651521493039,0.4662176669881126,0.045740107444076084,0.00278001379210167,0.008084935722294864,0.0015257545603757734
"95630, USA",0.7263428047662696,0.2502291475710356,0.009129239230064158,0.0,0.009092575618698449,0.005206232813932175
"95035, USA",0.6272845227872964,0.3375875494172801,0.016466234920041067,0.0008361702463966957,0.007372763000502543,0.010452759628483164
"37211, USA",0.28655136765540845,0.6983974220303861,0.010303018422788558,0.000326186856287461,0.0021999788658710467,0.002222026169258474
"96706, USA",0.05778344877870948,0.4802679547940209,0.008567262121764495,0.0,0.07696864746627786,0.37641268683922735
"76244, USA",0.4606193590208357,0.5217881472521484,0.016803746910683176,0.0,8.176386437561459e-05,0.0007069829519571547
"75035, USA",0.6382432065648629,0.35064916707591154,0.005635107440830317,0.0019153224033369354,0.00235425045410165,0.00120294606095657
"93257, USA",0.7157084888983974,0.1916985823282864,0.057479194975479736,2.6029828166198817e-05,0.024123187227925,0.010964516741745131
"93033, USA",0.6804939729602222,0.1190208708499109,0.007778711134895215,0.0002951467432366189,0.007208122447323591,0.18520317586441154
"78577, USA",0.07962555097486419,0.8522699256280628,0.050998880886050924,0.0,0.0006034614862693332,0.016502181024752767
"78572, USA",0.060347833781510166,0.8941637215120731,0.025638269430378325,0.0,0.009397214573961228,0.010452960702077166
"87121, USA",0.7699154483035575,0.17458921369907013,0.024224577846829305,0.0007772091391793913,0.028692368831315568,0.0018011821800482386
"90706, USA",0.5811058372887002,0.30556249479556974,0.014697310350570402,0.005287700890998418,0.0034557415271879418,0.0898909151469731
"91910, USA",0.6842069537167317,0.25817565331458886,0.011991487831864356,0.0003529523413316998,0.014164390751951045,0.03110856204353248
"77459, USA",0.6596982793298827,0.32547621790209297,0.014806956782545804,0.0,2.4595786231253043e-06,1.6086406855277667e-05
"79912, USA",0.5924166271901495,0.39259024488749056,0.011803477375022409,0.0002568927073380482,0.00209299755079801,0.000839760289201268
"79928, USA",0.7989177418209423,0.15414340727220938,0.03385574374425396,0.000802225671019942,0.011104881680089924,0.0011759998114842872
"93274, USA",0.7554280900694796,0.16243858592977406,0.046729551862255816,0.004337751056748522,0.02043879652811624,0.010627224553625473
"10468, USA",0.3549145567801394,0.11164567193053135,0.01822764880030076,0.484659342676715,0.012031492739671577,0.01852128707264183
"91709, USA",0.7706579151238496,0.1969015585747516,0.021705927246684246,0.0004806536890170637,0.007249859809340711,0.0030040855563566483
"96797, USA",0.04726853938210407,0.45440889289469727,0.011066045766361228,0.0,0.04321265835461421,0.4440438636022232
"92509, USA",0.6982362022028508,0.2245438924080762,0.00795907416792168,0.0003733318635258599,0.012266618372992538,0.05662088098463293
"94112, USA",0.7071218511063769,0.22808321576052423,0.019726303416143932,0.0003222866340308145,0.007154309257904481,0.03759203382501964
"76063, USA",0.39470323594215223,0.5766223932426583,0.02094397690057949,0.0006026760983798905,0.0019058947335695597,0.005221823082660412
"94533, USA",0.673701608780163,0.27119433898854123,0.015355817944702348,0.001697149894777134,0.025905030749596786,0.012146053642219297
"00725, USA",0.0,0.11671631019134804,0.0075034982272076806,0.0,0.00564439281063667,0.8701357987708076
"60617, USA",0.9231105032926,0.04263190243012142,0.023623617875615677,0.0,0.0037444842574058854,0.006889492144257053
"11218, USA",0.7037697871795683,0.08340923986502957,0.03172034683980019,0.13119153888885976,0.029419011902250537,0.020490075324491687
"84095, USA",0.8620920130019405,0.11825417064535124,0.01563527139924598,0.0007321328540861905,0.0025973458837655144,0.0006890662156105323
"98052, USA",0.4286443537498721,0.5470803605041575,0.008604956092331023,0.004261502856117505,0.007131874740377259,0.004276952057144653
"10029, USA",0.6750663903735313,0.1341239267310239,0.015408610246064741,0.126140665931194,0.013852954506565573,0.03540745221162046
"34953, USA",0.001511252705959236,0.9660172364497815,0.0042070007760486835,0.001797165380059632,0.0019196993832455158,0.02454764530490544
"27610, USA",0.4136026119201922,0.560653029321393,0.015639674032907478,0.004060691026523328,0.002815661791658351,0.003228331907325671
"10452, USA",0.46578909369443433,0.16062936508144593,0.031185482393238886,0.28069410348219925,0.011895831652191614,0.04980612369649006
"27587, USA",0.47523664441555974,0.44778574281370187,0.06172838152076686,0.004527146625740819,0.006527944627339135,0.004194139996891667
"92553, USA",0.8257881352423694,0.13839822324479195,0.007502029253470776,0.0,0.005017065566126485,0.02329454669324123
"91335, USA",0.5448446092568168,0.4153589082947563,0.008267421011161803,0.0003705214851241653,0.009791800976647405,0.021366738975493533
"77450, USA",0.6039037522581803,0.3799637547556359,0.011870583471252878,0.0,0.0,0.004261909514931027
"28027, USA",0.48588467372368715,0.4909008366824016,0.015937445089290434,0.004316845569677399,0.002807700358610789,0.00015249857633264452
"11233, USA",0.8175153122365407,0.0783788074022688,0.020827800051394906,0.05600094496804281,0.007218327222749171,0.020058808119003648
"80134, USA",0.7575056803264963,0.21803496365396663,0.013893215065694374,0.0,0.008375556016801098,0.002190584937041485
"60608, USA",0.8803256116303733,0.09087595351447258,0.014353660195063062,0.0007825295903489404,0.0022772782724061187,0.011384966797335961
"10457, USA",0.5012841447617175,0.1082885432486745,0.021586511632925437,0.31250235961993456,0.01893564251542058,0.037402798221327485
"60625, USA",0.8431432462322954,0.10206203366486621,0.019355373732067773,0.0011462384741456112,0.010980225147241812,0.02331288274938316
"78254, USA",0.26856284120637697,0.714815339417032,0.007206758634697245,0.0,0.007288596278775635,0.0021264644631183325
"60634, USA",0.9205792517066519,0.03996334513456148,0.027580618368831692,0.0022918642480831033,0.0030374449444417776,0.006547475597430053
"63376, USA",0.7461511620441494,0.24023419829698894,0.009459753879971698,0.0,0.0007337730174828601,0.003421112761406995
"97006, USA",0.4600524178935517,0.5189831063596252,0.008266490114021205,0.00206237629086519,0.007968743448576454,0.0026668658933601593
"33025, USA",0.022674313821624797,0.9353169738279999,0.009908415368860592,0.00033399152928743567,0.0023379407050120493,0.02942836474721515
"92880, USA",0.7565098371228558,0.21309404317254693,0.010908629972560624,0.00015684665129314903,0.008583476712756553,0.010747166367986909
"95747, USA",0.7668036438061179,0.20084983817148971,0.013862493823690586,0.00023101790351394525,0.014094684031936786,0.004158322263251014
"84043, USA",0.8537763847121497,0.12319193840808151,0.016323932853161742,0.0008706706559561744,0.005478561924080716,0.0003585114465701894
"80013, USA",0.6677497310977389,0.30070436029997344,0.011216926708848008,0.004794036992205356,0.010549847732576627,0.00498509716865765
"33024, USA",0.02673585536973821,0.9329256875063389,0.0011139939737390917,0.000206295180322054,0.002393024091735827,0.036625143878125994
"85225, USA",0.24209095609870981,0.743730995648898,0.005379108759073447,0.0,0.005236615811813224,0.003562323681505596
"22191, USA",0.4761463799449869,0.47253353860186975,0.01603910597181643,0.029372676934745788,0.0018406744924878585,0.004067624054093344
"92805, USA",0.7132657863747314,0.22224020787365695,0.006943380183281724,0.002612246150404895,0.0033862450097841236,0.05155213440814085
"77036, USA",0.12869285510906303,0.858462318146043,0.00401079362076629,0.0007942165585675824,0.000992770698209478,0.007047045867350577
"97229, USA",0.6607169049992355,0.3196376844669998,0.010984175243243735,0.004906630038026066,0.0037389548349621576,1.5650417532661624e-05
"93536, USA",0.8321378932401573,0.10634364960682882,0.03338003464936786,0.0008163742447467088,0.02545366848337063,0.0018683797755286915
"89108, USA",0.48661034119776536,0.4764989579921368,0.014309251298948677,0.0022562383451868568,0.011441294753010041,0.008883916412952175
"33411, USA",0.01139727649496743,0.9530787448194198,0.004958555358200118,0.0031453522794552963,0.0005550621669626995,0.026865008880994645
"23464, USA",0.302397474616111,0.6661645917436486,0.004016845856935928,0.013260038488205665,0.00954916591148771,0.004611883383611063
"94536, USA",0.7510153735877115,0.21297115139600697,0.01573411878185492,0.0003632987940480148,0.009894188171235182,0.010021869269143367
"89110, USA",0.5827662058942997,0.3912018693437099,0.008210612369201124,0.002236885787559142,0.0033747583481364874,0.012209668257093652
"45011, USA",0.5855420188797121,0.3381540063817004,0.030783910866001844,0.029627355511517926,0.01331857156862092,0.002574136792446775
"97701, USA",0.47054636856069876,0.4317504644530482,0.028591851170940232,0.010085650646961545,0.056486611316934214,0.0025390538514169832
"93306, USA",0.5980140667655894,0.3598675172692499,0.009181254581865085,0.00037127200624522495,0.01520892308508593,0.01735696629196425
"76028, USA",0.13300304365038804,0.8385157154529341,0.017364000672850727,0.0037706666966800845,0.002493106752449934,0.004853466774697149
"60614, USA",0.6853448440991731,0.25187205233531096,0.01925607291434406,0.0015338166698903634,0.01976371071296846,0.022229503268313102
"93065, USA",0.8316681934912743,0.12917972535354116,0.010730508401230352,0.0009209018404040973,0.012156627522180236,0.015344043391369758
"11209, USA",0.6940282191798671,0.07893832496589882,0.0346835062280511,0.1426766441512945,0.022163618361710217,0.02750968711317822
"47906, USA",0.49615195555086106,0.4306881260503612,0.05718874105517969,0.00010118382283166477,0.008043503339586457,0.007826490181179787
"30041, USA",0.6603019084722279,0.2881147363676185,0.042921807105596094,0.001985677113847044,0.0048342859222095065,0.0018415850185008725
"78046, USA",0.10968080275074311,0.8684814955468713,0.009314409503047173,0.005475299845292115,0.0,0.0070479923540462345
"97007, USA",0.6112722116896006,0.36557720556702017,0.0067523132615707965,0.0015452578764992167,0.012635090633145708,0.002217920972163626
"77083, USA",0.5415716989784536,0.42614014729976285,0.027939003055072104,0.000608881093339599,0.0005218980800053705,0.003218371493366452
"91706, USA",0.6827616865981658,0.22695819899678168,0.015305269079139674,0.0027824063930965586,0.007042966050105786,0.06514947288271045
"30052, USA",0.4959693729752248,0.47214419233928484,0.023553353805915847,0.00041799148163453823,0.004080627290637733,0.0038344621073022863
"85326, USA",0.11811118707141821,0.8132739381771579,0.013348460189224868,0.0,0.04829829612332031,0.006968118438878661
"28277, USA",0.5803697410136629,0.4038440492587429,0.01167445277529056,0.0006241059659746527,0.0015419088571138476,0.001945742129215094
"11375, USA",0.7205911483747108,0.07685083272455726,0.02941473197450373,0.13022372091487133,0.019110099359150767,0.02380946665220616
"85364, USA",0.2089409595872346,0.7082305310545736,0.021641064320143746,0.00026593854870276846,0.0046643415500586954,0.05625716493928659
"10472, USA",0.45223995035491243,0.06568567540260499,0.020288030837341285,0.43337738861154124,0.01573700555394268,0.012671949239657327
"60657, USA",0.6804264116847143,0.2321834483275921,0.02368979792622006,0.003312147147774301,0.02897511659063049,0.03141307832306876
"84118, USA",0.9107885390989562,0.07157842741466341,0.009244411543649937,0.0,0.005856040523539005,0.0025325814191913955
"77095, USA",0.6079303375839441,0.37423722846984353,0.015784122034720148,0.0,0.0008157090654229848,0.0012326028460693094
"06902, USA",0.4930725825542653,0.3082870016418924,0.02906278456026144,0.14790535026131096,0.018247927465860393,0.003424353516409529
"77407, USA",0.6709276506974443,0.3068805001353997,0.015798969633265054,0.0,0.002942754071156188,0.00345012546273484
"83646, USA",0.8004819382956037,0.16398769108537814,0.015140783785887024,0.005711570652225257,0.012774159296831004,0.0019038568840750864
"20906, USA",0.4580038280913359,0.5135284098668187,0.006318783209275794,0.00958443651924573,0.006125281962215351,0.006439260351108561
"07002, USA",0.7753752380022719,0.12704891456536688,0.023819565902887623,0.05037916521722313,0.009543189886962972,0.013833926425287397
"91730, USA",0.6724727740869919,0.2758082853971977,0.02407416428808929,0.0,0.011829465027744202,0.01581531119997704
"60085, USA",0.7313206477093833,0.23853735363988643,0.014615001382580413,0.00027394200314643233,0.007492859252846391,0.007760196012156955
"80015, USA",0.7552417264487699,0.22841176249422074,0.01066183199792568,0.0,0.005311307510518205,0.0003733715485654904
"98012, USA",0.5750580267218648,0.4059290851098423,0.007172724362413964,0.0019715999663850545,0.007067680148451425,0.0028008836910425336
"00956, USA",0.0005334813912162212,0.11956358612655277,0.009251082063971848,0.0,0.007112014526672795,0.8635398358915863
"10463, USA",0.5316976369834391,0.13168533195065288,0.032227499794623166,0.25534282110566836,0.02200669520159083,0.02704001496402555
"10977, USA",0.8164830225799142,0.11129501610032773,0.020167300107605427,0.040533868886679196,0.004816610935772504,0.006704181389700871
"30096, USA",0.5433398182685331,0.4321962230187414,0.009654153482302556,0.002926514634716528,0.0012817522285152178,0.010601538367191117
"37075, USA",0.4852389321111632,0.4924811244899604,0.018470504823685542,0.00015070248748472572,0.00019257887555757203,0.00346615721214869
"10466, USA",0.5504585267676274,0.13126745162829337,0.03511854068611404,0.23146194862155725,0.015601573780397483,0.036091958516010464
"90255, USA",0.5080773838405066,0.29305527959568833,0.016331297336509405,0.0,0.007876752658800175,0.17465928656849553
"91766, USA",0.6294766877454172,0.24828134470597288,0.022663489679949092,0.0,0.01348616173190649,0.08609231613675422
"10469, USA",0.6262233130261423,0.06567710131427157,0.030065952735502954,0.2564152842940973,0.008182951417299708,0.013435397212685954
"92021, USA",0.5181284446846958,0.37261313869475193,0.04300826805191447,0.0005960102227306732,0.03079273012955871,0.03486140821634855
"89031, USA",0.8043642951787957,0.1718230785449855,0.010384707884048515,0.0009179177088931687,0.010137344077821525,0.0023726566054553602
"90003, USA",0.6384099737183839,0.1980044875871133,0.006773880547456551,0.0005787815084674044,0.0011217407343135526,0.1551111359042652
"91402, USA",0.6483477972893741,0.2971945112466877,0.002454116736280689,0.0,0.003792853721284095,0.048210721006373254
"07055, USA",0.8494647509952977,0.09857975345280731,0.014347293593706569,0.0271190635370316,0.002623168422142983,0.00786596999901366
"33186, USA",0.02415818657678837,0.9420821180465406,0.0027053605206406317,0.0015708544958558503,0.00043634847107106955,0.02904713188910344
"33012, USA",0.04204613045743532,0.8888142745260466,0.007006165585102776,0.0,0.0012467730069378946,0.060886656424477416
"30047, USA",0.742007121669921,0.23968967584266573,0.005976124500918908,0.007561357165482012,0.0013025180180458113,0.0034632028029665998
"21234, USA",0.611916206420174,0.31544301906228384,0.015992729788735987,0.04160406143334011,0.006925228022846914,0.008118755272619143
"20002, USA",0.515251119206872,0.46252559961121514,0.005719768166615609,0.005161311680075426,0.005872969573409203,0.005469231761812372
"95687, USA",0.6547032627442574,0.27450469820000806,0.020133416290695972,0.0,0.04764164898843635,0.003016973776602208
"95123, USA",0.5963480553003936,0.37211964043723944,0.009187307622065365,0.0016158068658436663,0.010802578867808582,0.009926610906649279
"94509, USA",0.6250202832845009,0.31121134934022715,0.019770403434168575,0.0015132283261476735,0.018484211329055686,0.024000524285900087
"30281, USA",0.4922742889172327,0.466771523163018,0.026718827690474133,0.0,0.008843024082770342,0.005392336146504868
