longname,PW Density (r=250m),PW Density (r=500m),PW Density (r=2km),PW Density (r=4km)
"Karluk ANVSA, USA",102.80230398232054,25.700575995580135,1.6062859997237584,0.4015714999309396
"Healy Lake ANVSA, USA",122.23099629457562,30.557749073643905,1.909859317102744,0.477464829275686
"Dot Lake ANVSA, USA",43.179428038844655,10.794857009711164,0.9168708678120059,0.5769366687081207
"Red Devil ANVSA, USA",84.72830424964901,21.182076062412253,1.3238797539007658,0.4340589357051691
"Lake Minchumina ANVSA, USA",48.38310269993618,12.095775674984045,1.0345071300973196,0.3183098861837907
"Alatna ANVSA, USA",76.39437268410977,19.098593171027442,1.1936620731892151,0.2984155182973038
"Lime Village ANVSA, USA",48.97075172058318,12.242687930145795,0.7651679956341122,0.19129199890852805
"Portage Creek ANVSA, USA",20.371832715762604,5.092958178940651,0.3183098861837907,0.07957747154594767
"Ugashik ANVSA, USA",20.371832715762604,5.092958178940651,0.3183098861837907,0.07957747154594767
"Belkofski ANVSA, USA",10.185916357881302,2.5464790894703255,0.15915494309189535,0.039788735772973836
"Council ANVSA, USA",5.092958178940651,1.2732395447351628,0.07957747154594767,0.039788735772973836
"Ekuk ANVSA, USA",10.185916357881302,2.5464790894703255,0.15915494309189535,1.3727113841675973
"Hamilton ANVSA, USA",10.185916357881302,2.5464790894703255,0.15915494309189535,0.039788735772973836
"Kodiak ANVSA, USA",10.185916357881302,2.5464790894703255,0.15915494309189535,0.039788735772973836
"Paimiut ANVSA, USA",10.185916357881302,2.5464790894703255,0.15915494309189535,0.039788735772973836
"Telida ANVSA, USA",10.185916357881302,2.5464790894703255,0.15915494309189535,0.039788735772973836
"Chuloonawick ANVSA, USA",5.092958178940651,1.2732395447351628,0.07957747154594767,0.019894367886486918
