longname,No internet access %,Uninsured %,Public Insurance %,Private Insurance %,Never Married %,Married (not divorced) %,Divorced %
"Carlisle Local School District, Ohio, USA",0.07918859887923876,0.058488132953727914,0.14804318622529702,0.7934686808209751,0.2507475709698598,0.6647264265120248,0.08452600251811541
"Somers School District, Connecticut, USA",0.060179640718562875,0.018590398365679266,0.06782431052093973,0.913585291113381,0.3098070925262793,0.6054060298024719,0.0847868776712487
"Newfane Central School District, New York, USA",0.13589928905976933,0.03973956541052821,0.19590810110108092,0.7643523334883908,0.2801290301517416,0.5779872212317433,0.14188374861651498
"Adel-De Soto-Minburn Community School District, Iowa, USA",0.08523727166022987,0.05920701433362928,0.11597310979082137,0.8248198758755494,0.23123835236946774,0.6850319682814012,0.08372967934913114
"Columbus Independent School District, Texas, USA",0.2022181220661908,0.2062446657168701,0.06564381174737881,0.7281115225357511,0.22204799397488154,0.6903524421851046,0.08759956384001383
"Hackettstown Town School District, New Jersey, USA",0.06806750403651109,0.10725053950608394,0.11645191679601401,0.776297543697902,0.3773343713083465,0.5281283222936392,0.0945373063980144
"Elgin Public Schools, Oklahoma, USA",0.07060521545630301,0.11040497360412614,0.14189561129208303,0.7476994151037909,0.1722023333852887,0.719212904130213,0.10858476248449829
"South Holland School District 150, Illinois, USA",0.08731116274117136,0.06469835619186572,0.21112510061274153,0.7241765431953928,0.39051202752886194,0.5221731185971524,0.0873148538739857
"Southern Columbia Area School District, Pennsylvania, USA",0.13247802068537676,0.038279768930372174,0.12445113379826543,0.8372690972713625,0.23552283293826012,0.6675009248535052,0.09697624220823467
"Regional School Unit 04, Maine, USA",0.10221426973831357,0.06244477172312224,0.1743740795287187,0.763181148748159,0.23116457080371788,0.6293056314926189,0.1395297977036632
