longname,Population,Population [GHS-POP],Population (2010),Population Change (2010-2020),Population (2000),Population Change (2000-2020),PW Density (r=1km),PW Density (r=1km) [GHS-POP],PW Density (r=1km) (2010),PW Density (r=1km) Change (2010-2020),PW Density (r=1km) (2000),PW Density (r=1km) Change (2000-2020),AW Density,AW Density [GHS-POP],AW Density (2010),AW Density (2000),Area,Compactness
"Yangon 50MPC, Myanmar-Thailand",,47990050.0,,,,,,4711.286,,,,,,97.71777858173058,,,491108.667189578,0.9933222897506191
"Paris 50MPC, France-Germany-Belgium",,47989650.0,,,,,,3514.3862,,,,,,162.7728032878309,,,294825.960053904,0.21385848606927188
"Jaipur 50MPC, India",,47929772.0,,,,,,4093.3135,,,,,,489.57902989493476,,,97899.96930686734,0.9335136997559687
"Delhi [New Delhi] 50MPC, India",,47888910.0,,,,,,16910.922,,,,,,2514.001549140654,,,19048.879272317703,0.972408254424594
"Cairo 50MPC, Egypt",,47870308.0,,,,,,20396.762,,,,,,2985.812244555402,,,16032.59149576167,0.9655091848011277
"Lucknow 50MPC, India",,47863764.0,,,,,,5794.946,,,,,,1077.5942946219645,,,44417.23962244185,0.9745175930601381
"Cape Town 50MPC, USA-Somalia-South Africa",,47857028.0,,,,,,5694.43,,,,,,0.5359275655027768,,,89297567.58285657,0.10387603066717542
"Tokyo 50MPC, Japan",,47831212.0,,,,,,6707.4814,,,,,,703.2789781996597,,,68011.71865316412,0.9373355625818225
"Xi'an 50MPC, China",,47814236.0,,,,,,5967.816,,,,,,365.8389018058746,,,130697.5167593623,0.9016215767721786
"Madrid 50MPC, Spain-Algeria",,47790530.0,,,,,,6198.928,,,,,,86.45850203321905,,,552756.8356624771,0.9160375334420123
"Jodhpur 50MPC, India",,47672984.0,,,,,,2621.5867,,,,,,231.302794797029,,,206106.38985937726,0.6426137552140674
"Hefei 50MPC, China",,47648212.0,,,,,,5328.059,,,,,,455.597669781059,,,104583.96774263073,0.9443253235752823
"Yichang 50MPC, China",,47625430.0,,,,,,3935.3938,,,,,,245.2187367114791,,,194216.12164993497,0.6274107717246746
"Mumbai 50MPC, India",,47613570.0,,,,,,21652.01,,,,,,908.4573961664145,,,52411.44846299207,0.9933267489467044
"Ahmedabad 50MPC, India",,47585236.0,,,,,,19341.39,,,,,,576.1867695952689,,,82586.47805020813,0.9892331730303198
"Jamshedpur 50MPC, India",,47582450.0,,,,,,3409.889,,,,,,422.8074346031986,,,112539.28882460581,0.9374556047324438
"Varanasi 50MPC, India",,47580450.0,,,,,,4693.09,,,,,,1362.9150500447142,,,34910.795062714285,0.9805017150399188
"Agra 50MPC, India",,47476684.0,,,,,,6908.875,,,,,,999.0681589193852,,,47520.9659882984,0.9294956535174541
"Solapur 50MPC, India",,47417524.0,,,,,,4211.599,,,,,,303.4566094862806,,,156258.0036739775,0.8568211241571814
"Dakar 50MPC, Senegal-Guinea-Sierra Leone",,47361812.0,,,,,,4354.6133,,,,,,44.24020292091178,,,1070560.4602372355,0.9240175925290941
"Onitsha 50MPC, Nigeria",,47346536.0,,,,,,4739.5537,,,,,,660.9462760633414,,,71634.46972120102,0.9990936056023971
"Shenyang 50MPC, China-North Korea",,47192540.0,,,,,,9056.24,,,,,,245.84895854816912,,,191957.4533839385,0.8946182878546519
"Lagos 50MPC, Nigeria",,47142340.0,,,,,,8068.8154,,,,,,353.1939916677169,,,133474.35435524417,0.9827011924133261
"Niamey 50MPC, Nigeria-Niger",,47098910.0,,,,,,3740.137,,,,,,68.71412183618767,,,685432.7864697499,0.4304677231436252
"Warsaw 50MPC, Poland-Sweden-Germany",,47095956.0,,,,,,2261.5127,,,,,,49.06934647127181,,,959783.6406395355,0.5205344858171131
"Patna 50MPC, India",,47056068.0,,,,,,5303.212,,,,,,1861.2386395816388,,,25282.125031842806,0.9817078962577819
"Alexandria 50MPC, Egypt-Israel-State of Palestine",,47008584.0,,,,,,11562.827,,,,,,182.09747343761165,,,258150.66575377606,0.5885529282352777
"Athens 50MPC, Tunisia-Italy-Algeria",,47000948.0,,,,,,3444.5117,,,,,,27.98541660309131,,,1679480.0187040349,0.695508899952051
"Cebu City 50MPC, Philippines",,46905380.0,,,,,,2220.5334,,,,,,93.37858021759193,,,502314.12697323627,0.998613921857899
"Berlin 50MPC, Poland-Germany-Czech Republic",,46900820.0,,,,,,2337.8057,,,,,,157.35827425711395,,,298051.1842889614,0.7446618310666281
"Hyderabad 50MPC, India",,46838332.0,,,,,,5695.5103,,,,,,379.77323566127393,,,123332.36679631601,0.9946350526576497
"Rostov-on-Don 50MPC, Russia-Ukraine-Turkey",,46790610.0,,,,,,3018.9424,,,,,,42.8609446200205,,,1091684.012445772,0.8356825485998302
"Berhampore 50MPC, India-Bangladesh",,46781380.0,,,,,,3669.9495,,,,,,791.5445335154016,,,59101.387248844854,0.26828594325181926
"Gwalior 50MPC, India-Pakistan",,46756292.0,,,,,,3634.247,,,,,,181.9170316535367,,,257019.87095440272,0.11205614411919874
"Nanjing (Jiangsu Sheng) 50MPC, China",,46731300.0,,,,,,8305.59,,,,,,940.4514256003309,,,49690.285673360944,0.5908784968471482
"Kathmandu 50MPC, India-Nepal",,46690596.0,,,,,,3017.1472,,,,,,307.6793817998991,,,151750.81192267046,0.1895729856669494
"Taiyuan 50MPC, China",,46646860.0,,,,,,6265.8086,,,,,,161.0559168639557,,,289631.45787063945,0.7367065542127352
"Montreal 50MPC, USA-Canada",,46417910.0,,,,,,1353.2834,,,,,,17.415390601707518,,,2665338.5537875267,0.4228229405043935
"Mashhad 50MPC, Afghanistan-Iran-Turkmenistan",,46417380.0,,,,,,6860.181,,,,,,30.690635017778973,,,1512428.1388479117,0.8570145133163419
"Raipur 50MPC, India",,46407456.0,,,,,,2578.2126,,,,,,256.8824346044349,,,180656.40054938506,0.8806059271919635
"Ta'izz 50MPC, Ethiopia-Yemen",,46388300.0,,,,,,4723.564,,,,,,97.4333380037006,,,476102.9535726071,0.9939710606668481
"Chengdu 50MPC, China",,46375516.0,,,,,,8002.4033,,,,,,735.1420820696709,,,63083.74548418914,0.9673428897700312
"Santiago 50MPC, Brazil-Argentina-Chile",,46350936.0,,,,,,3421.6958,,,,,,15.148878156775488,,,3059694.2902513924,0.2889103840775482
"Douala 50MPC, Nigeria-Cameroon",,46298824.0,,,,,,4165.821,,,,,,101.8935878083958,,,454384.07848648826,0.7991707477654237
"Nairobi 50MPC, Tanzania-Kenya",,46284696.0,,,,,,4082.875,,,,,,86.20571124333804,,,536909.8558835551,0.8202338469315785
"Jieyang 50MPC, China",,46258532.0,,,,,,7160.048,,,,,,360.4337723821879,,,128341.28082467677,0.9843452348566744
"Prayagraj 50MPC, India",,46169170.0,,,,,,3988.4482,,,,,,367.17713112489895,,,125740.85934642564,0.857027055137488
"Toronto 50MPC, USA-Canada",,46115236.0,,,,,,1754.7357,,,,,,101.75186307000936,,,453212.6941820305,0.8628716952456318
"Sydney 50MPC, Australia-Papua New Guinea-Indonesia",,46052124.0,,,,,,2008.514,,,,,,1.6430578420815785,,,28028303.581605434,0.9677363784814752
"Dallas 50MPC, USA",45649231.0,46533870.0,41755685.0,0.09324588975129973,36948667.0,0.2354770741796991,1049.010072934851,1012.9401,975.4927257591655,0.0753643212648987,972.7759557765715,0.07836760017101924,36.72356892002421,37.43523862444879,33.59131670586787,29.724201029312507,1243049.963346806,0.934641207397221
"Damascus 50MPC, Syria-Turkey-Lebanon",,45619380.0,,,,,,7612.5547,,,,,,93.32081513672271,,,488844.6369994072,0.9332462677085768
"Huizhou 50MPC, China",,45482096.0,,,,,,3671.8,,,,,,205.11363366258135,,,221740.9695682128,0.17218199047789365
"Belo Horizonte 50MPC, Brazil",,45434550.0,,,,,,3272.398,,,,,,47.12843786428584,,,964058.0944107745,0.4318906024596807
"Kampala (Outer) 50MPC, Uganda-Ethiopia-South Sudan",,45298284.0,,,,,,2676.6565,,,,,,54.762513009526835,,,827176.8680907617,0.5791138328719537
"Indore 50MPC, India",,45273850.0,,,,,,5517.582,,,,,,296.9469254250625,,,152464.44439589023,0.9879210693918432
"Lanzhou 50MPC, China",,45262090.0,,,,,,4564.2437,,,,,,115.7149320823541,,,391151.66198072914,0.9110580155516705
"Wuhan 50MPC, China",,44953340.0,,,,,,8490.25,,,,,,489.0153334549025,,,91926.23814554814,0.9713559852679629
"Miami 50MPC, USA-Haiti-Cuba",,44925724.0,,,,,,3326.541,,,,,,21.591989113637684,,,2080666.2954282674,0.9872769611092407
"Comilla 50MPC, Bangladesh",,44856976.0,,,,,,3911.7205,,,,,,793.5997811665202,,,56523.42284427585,0.33177397099400274
"Liuzhou 50MPC, China",,44784570.0,,,,,,3611.7222,,,,,,331.07240748376216,,,135271.2185844014,0.9885081942472053
"Los Angeles 50MPC, USA",44635214.0,49062660.0,41486129.0,0.07590693747300453,36809512.0,0.212599993175677,2974.7049615565575,2677.5352,2902.8843954594136,0.024741104471636223,2995.637605682618,-0.0069877090894946755,49.4648847864422,54.37139439314408,45.97505886765724,40.79241717369522,902361.6287131036,0.9349623472681392
"Mirzapur 50MPC, India",,44518096.0,,,,,,3688.9348,,,,,,914.4622210748679,,,48682.26917857032,0.2021793036107536
"Karachi (Center) 50MPC, Pakistan",,44502084.0,,,,,,15519.121,,,,,,289.9762970884933,,,153468.00565019666,0.9801827912347232
"Karachi (Outer) 50MPC, Pakistan-India-China",,44220580.0,,,,,,7635.8213,,,,,,11.4952075217223,,,3846870.960479584,0.06342395064598862
"Lyon 50MPC, France-Spain",,43874004.0,,,,,,2048.8442,,,,,,55.78123135674901,,,786537.0292635473,0.7191186046240233
"Myitkyina 50MPC, India-China-Myanmar",,43792476.0,,,,,,2247.4211,,,,,,46.246753219930234,,,946930.8211052413,0.3042414220721208
"Kampala (Center) 50MPC, Kenya-Uganda",,43213890.0,,,,,,1460.5231,,,,,,218.33495192399852,,,197924.73728641748,0.9973452809711945
"Bamako 50MPC, Ivory Coast-Burkina Faso-Mali",,42914212.0,,,,,,2894.0977,,,,,,73.41085964408681,,,584575.7999301226,0.7639688108383439
"Kinshasa 50MPC, Democratic Republic of the Congo-Angola",,42086150.0,,,,,,13795.666,,,,,,46.66943702412704,,,901792.5795471331,0.9988986320874115
"Guayaquil 50MPC, Ecuador-Peru-Colombia",,41848416.0,,,,,,4707.524,,,,,,17.04656552193765,,,2454947.0652105394,0.9991133695202797
"Fuzhou (Fujian Sheng) 50MPC, China",,41565732.0,,,,,,5129.512,,,,,,199.81927579156343,,,208016.6282023676,0.3867033447240336
"Kuala Lumpur 50MPC, Malaysia-Indonesia",,41177456.0,,,,,,3865.012,,,,,,120.89798132361466,,,340596.7208813678,0.9991632117086886
"Jeddah 50MPC, Saudi Arabia-Yemen-Sudan",,40983430.0,,,,,,6862.599,,,,,,46.351351605554306,,,884190.6563753566,0.6347125735151532
"Asyut 50MPC, Egypt-Sudan-Democratic Republic of the Congo",,37342348.0,,,,,,4668.6978,,,,,,10.23277793386346,,,3649287.4409423564,0.16060427711489986
"Tehran 50MPC, Iran-Iraq",,36801250.0,,,,,,7701.8794,,,,,,99.15202828795682,,,371159.81019694323,0.9390063821794924
"Amman 50MPC, Egypt-Saudi Arabia-Jordan",,36209050.0,,,,,,8309.711,,,,,,24.87080690726091,,,1455885.5341934622,0.5499042631576935
"Manaus 50MPC, Brazil-Peru-Bolivia",,35315324.0,,,,,,3219.8877,,,,,,5.32190583981385,,,6635841.569349386,0.7072619693273099
"Luanda 50MPC, Democratic Republic of the Congo-Angola-Congo",,33392538.0,,,,,,7133.238,,,,,,15.923618572256814,,,2097044.5786850671,0.2881831675988038
