longname,PW Mean % of parkland within 1km,Within 10km of Hospital %,Mean distance to nearest Hospital,Within 2km of Public School %,Mean distance to nearest Public School,Within 30km of Airport %,Mean distance to nearest Airport,Within 10km of Active Superfund Site %,Mean distance to nearest Active Superfund Site
"Fairfield [Urban Area], CA, USA",0.023023238362779103,0.9213772798124192,4.209036161368746,0.9674531381143336,0.7670669261970516,0.0,59.17694929296751,0.6585110776568391,9.700271892093863
"Merced [Urban Area], CA, USA",0.018811441544891006,0.7062618292325327,5.609674869221126,0.955488763895183,0.7446470179799112,0.0,93.85310488654699,0.6442499933356436,8.045071750193362
"Topeka [Urban Area], KS, USA",0.047122653208789674,0.9868350385348693,3.856178030332696,0.9196339858750235,0.9927631469514608,0.0,83.43675770798102,0.0,77.85811404122671
"Elkhart [Urban Area], IN-MI, USA",0.021650497176212927,0.9697298902151836,4.215048288656414,0.8550057692696982,1.2023869850087316,0.37541413909675503,33.691858735424404,0.7048225696529666,7.120738326109752
"Champaign [Urban Area], IL, USA",0.04804872232040046,1.0,2.7679835416078737,0.9213167674904376,0.9386166780942038,1.0,8.46803315521795,0.0,50.78328608005236
"Beaumont [Urban Area], TX, USA",0.005250331116534261,0.9088094702316415,3.8816877163476278,0.8463610389433273,1.1757652223203774,0.8719459389426454,22.131635141470145,0.0,27.091626705511413
"South Lyon-Hamburg-Genoa [Urban Area], MI, USA",0.024602923198922242,0.6919013722655741,8.142964511587193,0.6709166021526003,1.6322041445110018,0.0,42.982496000248936,0.6245623890986072,8.478691598835628
"Houma [Urban Area], LA, USA",0.003406293178329547,0.9488321579301907,3.950625075461408,0.7342076683026079,1.5230773351108253,0.0,60.15972666197998,0.0,76.62410894787236
"Burlington [Urban Area], NC, USA",0.013463811216508298,0.6701213259835801,9.430609735012426,0.7472317993820151,1.4933228636188587,0.007136417752269271,44.238721387232964,0.0,58.624272487518574
"Santa Maria [Urban Area], CA, USA",0.023801719877451895,0.9615414075719488,4.407490058176948,0.9938095801795153,0.6263275420023766,1.0,5.65836104534633,0.06471042901210927,13.144265714558538
"Athens-Clarke County [Urban Area], GA, USA",0.023049844685758512,0.9231354695453625,4.999525535422981,0.7109131154294652,1.582538414790263,1.0,7.528964229039963,0.0,101.35155335864097
"Midland [Urban Area], TX, USA",0.03593242811414032,0.9986549011598836,3.206122462420428,0.8563631626020268,1.1165749712042536,1.0,11.62897807692697,0.9023993464650661,6.478426746230424
"Columbia [Urban Area], MO, USA",0.04678323403645198,0.9981456804224746,3.4084236159133066,0.7940295139990552,1.3385351809931656,1.0,17.74055167140202,0.0,90.73200704187609
"Warner Robins [Urban Area], GA, USA",0.008455908653375364,0.9746407618399796,5.235770845970897,0.8219964288750956,1.3113172429501792,1.0,12.111056710320561,0.5578323838675849,9.275730883894088
"Charleston [Urban Area], WV, USA",0.015318386251011975,0.7471303508846607,5.772416693091716,0.9152300685310518,1.0089656736318353,0.9664155280296258,13.277042295012095,0.314185785836916,15.734279832952376
